code	term	Indicator	Indicator 2	Indicator 3	domain	severity	scale	reference standard	coding system	individual	
Y110	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM	Severe			ICD-10	1	
Y111	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y112	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y113	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y114	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y115	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y116	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y117	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y118	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y119	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y121	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y13	"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y130	"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM	Severe			ICD-10	1	
Y131	"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y132	"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y133	"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y134	"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y135	"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM			2	ICD-10	1	
Y136	"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y137	"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y138	"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y139	"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y14	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y140	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM	Severe			ICD-10	1	
Y141	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y142	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y143	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y144	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y145	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y146	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y147	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y148	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y149	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM			2	ICD-10	1	
Y15	"Poisoning by and exposure to alcohol, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y150	"Poisoning by and exposure to alcohol, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y151	"Poisoning by and exposure to alcohol, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y152	"Poisoning by and exposure to alcohol, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y153	"Poisoning by and exposure to alcohol, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y154	"Poisoning by and exposure to alcohol, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y155	"Poisoning by and exposure to alcohol, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y156	"Poisoning by and exposure to alcohol, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y157	"Poisoning by and exposure to alcohol, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y158	"Poisoning by and exposure to alcohol, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y159	"Poisoning by and exposure to alcohol, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y16	"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y160	"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM			2	ICD-10	1	
Y161	"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y162	"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM			2	ICD-10	1	
Y163	"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y164	"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y165	"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y166	"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y167	"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y168	"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y169	"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y17	"Poisoning by and exposure to other gases and vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y170	"Poisoning by and exposure to other gases and vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y171	"Poisoning by and exposure to other gases and vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y172	"Poisoning by and exposure to other gases and vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y173	"Poisoning by and exposure to other gases and vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y174	"Poisoning by and exposure to other gases and vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y175	"Poisoning by and exposure to other gases and vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y176	"Poisoning by and exposure to other gases and vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y177	"Poisoning by and exposure to other gases and vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y178	"Poisoning by and exposure to other gases and vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y179	"Poisoning by and exposure to other gases and vapours, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y18	"Poisoning by and exposure to pesticides, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y180	"Poisoning by and exposure to pesticides, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y181	"Poisoning by and exposure to pesticides, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y182	"Poisoning by and exposure to pesticides, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y183	"Poisoning by and exposure to pesticides, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y184	"Poisoning by and exposure to pesticides, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y185	"Poisoning by and exposure to pesticides, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y186	"Poisoning by and exposure to pesticides, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y187	"Poisoning by and exposure to pesticides, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y188	"Poisoning by and exposure to pesticides, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM			2	ICD-10	1	
Y189	"Poisoning by and exposure to pesticides, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM			2	ICD-10	1	
Y19	"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y190	"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y191	"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y192	"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y193	"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y194	"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y195	"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y196	"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y197	"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y198	"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y199	"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
E9803	Poisoningbytranquilizersandotherpsychotropicagentsundeterminedwhetheraccidentallyorpurposelyinflicted	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-9	1	
Y20	"Hanging, strangulation and suffocation, undetermined intent"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y200	"Hanging, strangulation and suffocation, undetermined intent"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y201	"Hanging, strangulation and suffocation, undetermined intent"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y202	"Hanging, strangulation and suffocation, undetermined intent"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y203	"Hanging, strangulation and suffocation, undetermined intent"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y204	"Hanging, strangulation and suffocation, undetermined intent"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y205	"Hanging, strangulation and suffocation, undetermined intent"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y206	"Hanging, strangulation and suffocation, undetermined intent"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y207	"Hanging, strangulation and suffocation, undetermined intent"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y208	"Hanging, strangulation and suffocation, undetermined intent"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y209	"Hanging, strangulation and suffocation, undetermined intent"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
5118	Anoxic brain damage	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM			3	read	1	
23505	Suffocation by strangulation	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
35685	Asphyxiation and strangulation	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
27409	Asphyxiation or strangulation NOS	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
37459	Anoxic brain damage complication	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
15971	Suffocation by plastic bag	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
9694	Suffocation	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
30286	"Injury ?accidental, hanging, strangulation and suffocation"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
62280	Suffocation by cave-in	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
96534	"Injury ?accidental, hanging"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
67250	Suffocation by pressure	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
71823	"Suffocation, unspecified"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
108654	"Injury ?accidental, other means of hang/strangle/suffocate"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
110204	"Injury ?accidental, hanging/strangulation/suffocation NOS"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
112564	Suffocation by mechanical cause	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
T71	Asphyxiation	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM			3	ICD-10	1	
G931	"Anoxic brain damage, not elsewhere classified"	Child harm by undetermined intent - Suffocation or strangulation	Child harm by undetermined intent - Suffocation or strangulation	Harm by undetermined intent (HRP)	High-risk presentation of CM			2	ICD-10	1	
