Code,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,code_original,Severity,cut_off,scale,Reference_std,individual,system,SNOMED_CT_ID,SNOMED_CT_Des_ID,icd11
18077,FH: Father alive + problem,AFE19,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,12L2.00,"","","","",1,read,160435000,250112013,
6850,IB74 Incapacity benefit,AFE19,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DG..00,"","","","",3,read,1641000000103,12221000000118,
12584,IB113 DLS Incapacity for work form completed,AFE19,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DG1.00,"","","","",3,read,14111000000105,34021000000110,
9137,Disability living allowance,AFE19,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,13OC.00,"","","","",3,read,160991001,251039014,
19253,IB113 DLS Incapacity for work form received,AFE19,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DG3.00,"","","","",3,read,14131000000102,34061000000119,
18725,IB113 DLS Incapacity for work form sent,AFE19,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DG2.00,"","","","",3,read,14121000000104,34041000000115,
24414,IB74 form received,AFE19,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DG0.00,"","","","",3,read,16631000000103,12231000000116,
12212,IB65B form received,AFE19,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DJ..00,"","","","",3,read,113081000000107,189791000000111,
55332,IB113 DLS Incapacity for work form paid,AFE19,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DG4.00,"","","","",3,read,14141000000106,34081000000111,
11228,Social isolation,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,13HL.00,"","","",2,2,read,105411000,169463011,
11228,Social isolation,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,13HL.00,"","","",2,2,read,422650009,2645385015,
11228,Social isolation,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,13HL.00,"","","",2,2,read,160808004,541766018,
21146,[V]Problems related to certain psychosocial circumstances,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZV4J.00,"","","","",3,read,451621000000106,883161000000110,
40024,Environmental risk assessment done,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,9Oh0.00,"","","","",3,read,712805000,3285555016,
24422,[V]Problems related to social environment,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZV4F.00,"","","",2,3,read,288531000119103,2923648010,
2273,[V]Problems related to physical environment,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZV4D.00,"","","","",3,read,243796009,364629017,
29650,Poor social circumstances,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,13Z8100,"","","",2,3,read,161154001,251263011,
30218,Advice relating to social and personal circumstances,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZGA..00,"","","","",1,read,,,
68496,[V]Other psychosocial circumstances,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZV62.00,"","","",2,3,read,469291000000102,1023191000000114,
33380,Bonding problems,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,63C2.00,"","","","",1,read,169937006,263567018,
32370,Observations relating to complex and social behaviours,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,1P1..00,"","","","",2,read,284490008,1216254016,
54380,[V]Social exclusion and rejection,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZV4F300,"","","","",2,read,441611000000102,1008211000000110,
44190,Social outcast,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,13HL.12,"","","","",3,read,105411000,169463011,
44190,Social outcast,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,13HL.12,"","","","",3,read,422650009,2645385015,
44190,Social outcast,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,13HL.12,"","","","",3,read,160808004,541766018,
73644,[X]Other problems related to social environment,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZVu4900,"","","","",3,read,288531000119103,2923648010,
94753,[X]Problem related to unspecif psychosocial circumstances,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZVu4H00,"","","","",3,read,469561000000106,934021000000115,
54674,[X]Other problems related to physical environment,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZVu4700,"","","","",3,read,71677004,200226017,
102784,[X]Other specif problems rel to psychosocial circumstances,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZVu4G00,"","","","",3,read,400501000000102,934011000000114,
28103,Concealed pregnancy,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,Z22A300,"","","","",2,read,,,
26694,A/N care: poor home conditions,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6251.00,"","","",2,3,read,169592009,263133018,
108236,Concealed pregnancy,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,621D.00,"","","",2,2,read,237233002,355557010,
6580,[V]Supervision of high-risk pregnancy due to social problems,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,ZV23800,"","","",2,3,read,702742009,3005967014,
106957,Did not attend pertussis vaccination in pregnancy,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Nif.00,"","","","",2,read,866351000000103,2239111000000111,
105491,To prevent grave permnt inj physic/mental health preg woman,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Ea1.00,"","","","",3,read,310506006,454094017,
103683,Referral to teenage pregnancy and parenting support service,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,8Hki.00,"","","","",3,read,775821000000102,1733031000000110,
98133,Risk life pregnant woman greater than if pregnancy terminatd,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Ea0.00,"","","","",2,read,310506006,454094017,
104989,Fetus or neonate affected by maternal postnatal depression,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,Q018.00,"","","","",3,read,206035009,315863012,
98492,Failed to make choice and booking hospital appointment - ESA,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9kK3.00,"","","","",2,read,504661000000101,1121131000000116,
26694,A/N care: poor home conditions,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6251.00,"","","","",2,read,169592009,263133018,
35509,A/N care: precious pregnancy,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,624..00,"","","","",2,read,169587007,263128017,
23438,Risk factors in pregnancy NOS,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,L2z..00,"","","","",2,read,199312002,2695041010,
31449,No A/N care: not known preg.,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6294.00,"","","","",2,read,169611005,263154013,
31250,A/N care: primip. < 17 years,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6283.00,"","","",2,2,read,169603000,263146011,
33009,A/N care: H/O child abuse,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6254.00,"","","","",2,read,169595006,263136014,
52044,A/N care: poor A/N attender,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6252.00,"","","","",2,read,169593004,263134012,
25230,Less 24 wk involv risk injury physic/mentl health preg woman,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Ea2.00,"","","",2,2,read,310506006,454094017,
44256,Unborn child at risk physi/ment abnormal serious handicap,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Ea4.00,"","","","",2,read,310506006,454094017,
71591,Baby misc. 'at-risk' factors,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,63C..00,"","","","",2,read,169935003,263564013,
73456,Baby 'at-risk' factors NOS,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,63CZ.00,"","","","",2,read,169935003,263564013,
55618,[V]Supervisn/pregnancy wth history insufficnt antenatal care,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,ZV23600,"","","","",2,read,424525001,2645503011,
104211,Lss 24 wk inv risk inj phys/men hlth ext child preg wom fmly,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Ea3.00,"","","","",2,read,310506006,454094017,
99849,"Antenatal screening, at risk couple identified",AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,68bA.00,"","","","",2,read,384911000000107,759791000000112,
1748,Suction termination of pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08400,"","",Within pregnancy period of born child,"",2,read,391897002,1485887011,
2278,Requests pregnancy termination,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8M6..00,"","",Within pregnancy period of born child,"",2,read,184005004,284238018,
2187,Legally induced abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L05..00,"","",Within pregnancy period of born child,"",2,read,386639001,1480781018,
2187,Legally induced abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L05..00,"","",Within pregnancy period of born child,"",2,read,39406005,66086012,
2187,Legally induced abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L05..00,"","",Within pregnancy period of born child,"",2,read,198690009,583234018,
7413,Spontaneous abortion incomplete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L041.00,"","",Within pregnancy period of born child,"",2,read,156072005,243407014,
9407,Abortion counselling,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,6776.11,"","",Within pregnancy period of born child,"",2,read,10383002,1205505014,
7817,Spontaneous abortion complete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L042.00,"","",Within pregnancy period of born child,"",2,read,156073000,243408016,
15033,[V]Other unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,ZV61900,"","","","",1,read,58532003,97258010,
4708,Dilation and curettage removal of missed abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08800,"","",Within pregnancy period of born child,"",2,read,176833006,273787015,
11989,Referral for termination of pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8HHV.00,"","",Within pregnancy period of born child,"",2,read,415262008,2534097016,
1439,Unspecified abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07..00,"","",Within pregnancy period of born child,"",2,read,70317007,116802010,
20933,Preg. termination counselling,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,6776.00,"","",Within pregnancy period of born child,"",2,read,10383002,1205505014,
1886,Unspecified abortion complete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L072.00,"","",Within pregnancy period of born child,"",2,read,156073000,243408016,
4516,H/O: abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,1543.00,"","",Within pregnancy period of born child,"",2,read,161754008,542818016,
4516,H/O: abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,1543.00,"","",Within pregnancy period of born child,"",2,read,713651007,3290724012,
8173,Inevitable abortion unspecified,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L043.00,"","",Within pregnancy period of born child,"",2,read,59363009,98603019,
7114,Inevitable abortion incomplete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L044.00,"","",Within pregnancy period of born child,"",2,read,307737000,451094016,
49849,Surgical abortion - complete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L052.12,"","",Within pregnancy period of born child,"",2,read,267194005,398333018,
41379,Medical abortion - complete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L052.11,"","",Within pregnancy period of born child,"",2,read,267194005,398333018,
33770,Legally induced abortion NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L05z.00,"","",Within pregnancy period of born child,"",2,read,39406005,492068019,
21438,Vacuum termination of pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08411,"","",Within pregnancy period of born child,"",2,read,391897002,1485887011,
32073,Pregnancy with abortive outcome,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L0...00,"","",Within pregnancy period of born child,"",2,read,363681007,484990015,
34182,H/O: medical termination of pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,1547.00,"","",Within pregnancy period of born child,"",2,read,412758008,2474315019,
33501,Inevitable abortion complete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L045.00,"","",Within pregnancy period of born child,"",2,read,307733001,451085010,
8996,"Readmis for retain products of concept, spontaneous abortion",AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L097000,"","",Within pregnancy period of born child,"",2,read,198861000,305594012,
29940,Complete spontaneous abortion NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L042z00,"","",Within pregnancy period of born child,"",2,read,156073000,243408016,
47298,Legal abortion complete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L052.00,"","",Within pregnancy period of born child,"",2,read,267194005,398333018,
30098,HSA1- form signed,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,9562.00,"","",Within pregnancy period of born child,"",2,read,9411000000101,18531000000116,
30098,HSA1- form signed,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,9562.00,"","",Within pregnancy period of born child,"",2,read,5211000000103,30211000000118,
16384,Curettage of uterus for termination of pregnancy NEC,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E07113,"","",Within pregnancy period of born child,"",2,read,,,
60771,Elective abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L05..11,"","",Within pregnancy period of born child,"",2,read,386639001,1480781018,
60771,Elective abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L05..11,"","",Within pregnancy period of born child,"",2,read,39406005,66086012,
60771,Elective abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L05..11,"","",Within pregnancy period of born child,"",2,read,198690009,583234018,
23693,"Readmission for retained produc of concept, legal abortion",AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L097100,"","",Within pregnancy period of born child,"",2,read,198862007,305595013,
56822,Legal abortion unspecified,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L050.00,"","",Within pregnancy period of born child,"",2,read,39406005,66086012,
30326,Endometritis following abortive pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L090000,"","",Within pregnancy period of born child,"",2,read,198820000,305543017,
50421,Unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,Z22A900,"","","","",1,read,,,
30276,Retained products after spontaneous abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L041z11,"","",Within pregnancy period of born child,"",2,read,156072005,243407014,
30276,Retained products after spontaneous abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L041z11,"","",Within pregnancy period of born child,"",2,read,275425008,411405016,
50612,Complete legal abortion with no mention of complication,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L052y00,"","",Within pregnancy period of born child,"",2,read,267194005,2967206012,
102494,Self referral to termination of pregnancy service,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8Hh3.00,"","",Within pregnancy period of born child,"",2,read,769411000000104,1717041000000115,
45862,Curettage of uterus for termination of pregnancy NEC,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E07114,"","",Within pregnancy period of born child,"",2,read,,,
102635,Pregnancy termination care,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8Cg..00,"","",Within pregnancy period of born child,"",2,read,386394001,1480549013,
105778,At risk of unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,14Og.00,"","","","",1,read,837291000000106,2173701000000112,
58137,Unspecified abortion NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,read,17369002,29367011,
56224,Unspecified abortion NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L070z00,"","",Within pregnancy period of born child,"",2,read,17369002,29367011,
1686,Term of pregn NEC,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08600,"","",Within pregnancy period of born child,"",1,read,302375005,444027013,
1686,Term of pregn NEC,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08600,"","",Within pregnancy period of born child,"",1,read,386639001,1480781018,
5044,Unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,13H7.00,"","","","",1,read,58532003,97258010,
2278,Requests pregnancy termination,AFE3,Termination of pregnancy NEC,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8M6..00,"","",Within pregnancy period of born child,"",2,read,184005004,284238018,
11989,Referral for termination of pregnancy,AFE3,Termination of pregnancy NEC,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8HHV.00,"","",Within pregnancy period of born child,"",2,read,415262008,2534097016,
1686,Termination of pregnancy NEC,AFE3,Termination of pregnancy NEC,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08600,"","",Within pregnancy period of born child,"",2,read,302375005,444027013,
1686,Termination of pregnancy NEC,AFE3,Termination of pregnancy NEC,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08600,"","",Within pregnancy period of born child,"",2,read,386639001,1480781018,
15033,[V]Other unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,ZV61900,"","",Within pregnancy period of born child,"",2,read,58532003,97258010,
20623,[V]Problems related to unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,ZV4J000,"","",Within pregnancy period of born child,"",2,read,151901000119101,2950282010,
105778,At risk of unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,14Og.00,"","",Within pregnancy period of born child,"",2,read,837291000000106,2173701000000112,
5044,Unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,13H7.00,"","",Within pregnancy period of born child,"",2,read,58532003,97258010,
50421,Unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,Z22A900,"","",Within pregnancy period of born child,"",2,read,,,
24897,Social skills training,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,Z7A5.00,"","","","",2,read,,,
107149,Referral to social prescribing service,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8T09.00,"","","","",2,read,871731000000106,2252091000000114,
6480,In-house counselling,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NJ1.00,"","","","",2,read,185490001,285484015,
20058,Refer to other health worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8H7Z.00,"","","","",2,read,281100006,419022014,
67222,In-house counselling follow-up appointment,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NJT.00,"","","","",2,read,247191000000108,404371000000112,
19335,Seen by health support worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9N2o.00,"","","","",2,read,415511009,2534074019,
66940,In-house counselling first appointment,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NJR.00,"","","","",2,read,247171000000109,404331000000110,
64827,In-house counselling discharge,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NJS.00,"","","","",2,read,247181000000106,404351000000115,
8708,Referral to health worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,ZL7..00,"","","","",2,read,,,
26112,Has support worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NN3.00,"","","","",2,read,135821003,216579013,
32840,Exercise therapy,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,Z65..00,"","","","",2,read,,,
100704,Social prescribing for mental health,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8BAf.00,"","","","",2,read,515721000000104,1148481000000117,
22093,Social counselling,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,674..00,"","","","",2,read,171000001,265020013,
38089,Assessed as not suitable for case management,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9Ng0.00,"","","","",2,read,199971000000107,302861000000110,
32571,Art therapy,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,Z722.00,"","","","",2,read,,,
102686,Has cancer key worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NNc.00,"","","","",2,read,516371000000109,1149831000000113,
50246,Psychosocial intervention strategies,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,Z77..00,"","","","",2,read,,,
23096,Referral to health worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8H7..11,"","","","",2,read,3457005,6837014,
23096,Referral to health worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8H7..11,"","","","",2,read,281100006,419022014,
23096,Referral to health worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8H7..11,"","","","",2,read,281099003,419021019,
23096,Referral to health worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8H7..11,"","","","",2,read,183572003,567069017,
23096,Referral to health worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8H7..11,"","","","",2,read,276490004,1225477014,
63793,Arts-based therapy,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,Z72..00,"","","","",2,read,,,
