medcode	term	health_comorbidity_domain	severity	scale	system	individual
97980	CKD stage 1 with proteinuria	Chronic kidney disease			read	2
12586	Chronic kidney disease stage 2	Chronic kidney disease			read	2
95121	Chronic kidney disease stage 2 without proteinuria	Chronic kidney disease			read	2
95146	Chronic kidney disease stage 2 with proteinuria	Chronic kidney disease			read	2
97978	CKD stage 2 without proteinuria	Chronic kidney disease			read	2
97979	CKD stage 2 with proteinuria	Chronic kidney disease			read	2
95188	CKD stage 3 without proteinuria	Chronic kidney disease			read	2
95176	CKD stage 3A without proteinuria	Chronic kidney disease			read	2
95145	CKD stage 3 with proteinuria	Chronic kidney disease			read	2
95180	CKD stage 3B with proteinuria	Chronic kidney disease			read	2
95571	CKD stage 3A with proteinuria	Chronic kidney disease			read	2
97587	CKD stage 4 without proteinuria	Chronic kidney disease			read	2
97683	CKD stage 5 without proteinuria	Chronic kidney disease			read	2
10234	Non-alcoholic fatty liver	Chronic liver disease			read	2
103466	Fatty change of liver	Chronic liver disease			read	2
1638	Cirrhosis of liver NOS	Chronic liver disease			read	2
6863	Cirrhosis and chronic liver disease	Chronic liver disease			read	2
5638	Primary biliary cirrhosis	Chronic liver disease			read	2
1754	Chronic hepatitis	Chronic liver disease			read	2
9029	Chronic active hepatitis	Chronic liver disease			read	2
9494	Biliary cirrhosis	Chronic liver disease			read	2
1780	Hepatosplenomegaly	Chronic liver disease			read	2
10539	Chronic liver disease NOS	Chronic liver disease			read	2
10572	Steatosis of liver	Chronic liver disease			read	2
103706	Fatty liver	Chronic liver disease			read	2
7957	Autoimmune chronic active hepatitis	Chronic liver disease			read	2
16725	Cirrhosis - non alcoholic	Chronic liver disease			read	2
98148	Nonalcoholic steatohepatitis	Chronic liver disease			read	2
16455	Non-alcoholic cirrhosis NOS	Chronic liver disease			read	2
15489	Chronic hepatitis NOS	Chronic liver disease			read	2
25383	Hepatic fibrosis	Chronic liver disease			read	2
18739	Cryptogenic cirrhosis of liver	Chronic liver disease			read	2
23578	Chronic persistent hepatitis	Chronic liver disease			read	2
22841	Macronodular cirrhosis of liver	Chronic liver disease			read	2
3450	Diffuse nodular cirrhosis	Chronic liver disease			read	2
33597	Other non-alcoholic chronic liver disease NOS	Chronic liver disease			read	2
53877	Chronic hepatitis unspecified	Chronic liver disease			read	2
58630	Biliary cirrhosis NOS	Chronic liver disease			read	2
1755	Chronic aggressive hepatitis	Chronic liver disease			read	2
15424	Secondary biliary cirrhosis	Chronic liver disease			read	2
40963	Portal fibrosis without cirrhosis	Chronic liver disease			read	2
27438	Cardiac portal cirrhosis	Chronic liver disease			read	2
71453	Hepatic fibrosis	Chronic liver disease			read	2
60104	Hepatic sclerosis	Chronic liver disease			read	2
53480	Recurrent hepatitis	Chronic liver disease			read	2
66534	Chronic lobular hepatitis	Chronic liver disease			read	2
55454	Portal cirrhosis unspecified	Chronic liver disease			read	2
48928	Infectious cirrhosis NOS	Chronic liver disease			read	2
47257	Portal cirrhosis	Chronic liver disease			read	2
40567	Capsular portal cirrhosis	Chronic liver disease			read	2
44676	Fatty portal cirrhosis	Chronic liver disease			read	2
68376	Florid cirrhosis	Chronic liver disease			read	2
92909	Hypertrophic portal cirrhosis	Chronic liver disease			read	2
58184	Indian childhood cirrhosis	Chronic liver disease			read	2
69204	Multilobular portal cirrhosis	Chronic liver disease			read	2
96664	Juvenile portal cirrhosis	Chronic liver disease			read	2
100474	Laennec's cirrhosis	Chronic liver disease			read	2
100592	Hepatic fibrosis with hepatic sclerosis	Chronic liver disease			read	2
73482	Bacterial portal cirrhosis	Chronic liver disease			read	2
91591	Biliary cirrhosis of children	Chronic liver disease			read	2
100253	Xanthomatous portal cirrhosis	Chronic liver disease			read	2
4433	Chronic maxillary sinusitis	Chronic sinusitis			read	2
33437	Antritis - chronic	Chronic sinusitis			read	2
15163	Chronic frontal sinusitis	Chronic sinusitis			read	2
1674	Chronic ethmoidal sinusitis	Chronic sinusitis			read	2
48703	Chronic sphenoidal sinusitis	Chronic sinusitis			read	2
17173	Recurrent sinusitis	Chronic sinusitis			read	2
2257	Chronic sinusitis	Chronic sinusitis			read	2
10546	Chronic rhinosinusitis	Chronic sinusitis			read	2
39501	Chronic pansinusitis	Chronic sinusitis			read	2
49548	Other chronic sinusitis	Chronic sinusitis			read	2
54375	Other chronic sinusitis NOS	Chronic sinusitis			read	2
5437	Chronic sinusitis NOS	Chronic sinusitis			read	2
18572	Allergic rhinosinusitis	Chronic sinusitis			read	2
63733	[X]Other chronic sinusitis	Chronic sinusitis			read	2
J32	Chronic sinusitis	Chronic sinusitis			ICD-10	2
243	Sinusitis	Chronic sinusitis	Possible diagnosis		read	2
3624	Maxillary sinusitis	Chronic sinusitis	Possible diagnosis		read	2
2984	Frontal sinusitis	Chronic sinusitis	Possible diagnosis		read	2
2233	Pansinusitis	Chronic sinusitis	Possible diagnosis		read	2
18501	COPD self-management plan given	COPD			read	2
18476	COPD follow-up	COPD			read	2
101042	Issue of chronic obstructive pulmonary disease rescue pack	COPD			read	2
11019	Admit COPD emergency	COPD			read	2
19106	COPD accident and emergency attendance since last visit	COPD			read	2
19003	Emergency COPD admission since last appointment	COPD			read	2
103007	Chronic obstructive pulmonary disease 6 monthly review	COPD			read	2
102685	Chronic obstructive pulmonary disease 3 monthly review	COPD			read	2
99948	COPD patient unsuitable for pulmonary rehab - enh serv admin	COPD			read	2
21061	Chronic obstruct pulmonary dis with acute lower resp infectn	COPD			read	2
15157	Chronic bronchitis NOS	COPD			read	2
96931	At risk of chronic obstructive pulmonary diseas exacerbation	COPD			read	2
15626	Chronic catarrhal bronchitis	COPD			read	2
45771	Chronic obstructive pulmonary disease does not disturb sleep	COPD			read	2
46036	Multiple COPD emergency hospital admissions	COPD			read	2
14798	Emphysematous bronchitis	COPD			read	2
27819	Obstructive chronic bronchitis	COPD			read	2
37247	Chronic obstructive pulmonary disease NOS	COPD			read	2
33450	Emphysema NOS	COPD			read	2
44525	Obstructive chronic bronchitis NOS	COPD			read	2
25603	Simple chronic bronchitis	COPD			read	2
26306	Chronic bullous emphysema	COPD			read	2
42624	COAD follow-up	COPD			read	2
26125	Bronchiolitis obliterans	COPD			read	2
23492	Chronic bullous emphysema NOS	COPD			read	2
16410	Other emphysema NOS	COPD			read	2
40788	Other emphysema	COPD			read	2
45089	Chronic tracheobronchitis	COPD			read	2
40159	Purulent chronic bronchitis	COPD			read	2
61118	Simple chronic bronchitis NOS	COPD			read	2
46578	Panlobular emphysema	COPD			read	2
24248	Mixed simple and mucopurulent chronic bronchitis	COPD			read	2
61513	Mucopurulent chronic bronchitis NOS	COPD			read	2
63479	MacLeod's unilateral emphysema	COPD			read	2
66043	Other chronic bronchitis	COPD			read	2
68066	Other chronic bronchitis NOS	COPD			read	2
60188	Giant bullous emphysema	COPD			read	2
56860	Segmental bullous emphysema	COPD			read	2
99536	Bullous emphysema with collapse	COPD			read	2
68662	Zonal bullous emphysema	COPD			read	2
67040	Other specified chronic obstructive pulmonary disease	COPD			read	2
59263	Acute interstitial emphysema	COPD			read	2
64721	Chronic emphysema due to chemical fumes	COPD			read	2
37959	Fetid chronic bronchitis	COPD			read	2
70787	Atrophic (senile) emphysema	COPD			read	2
92955	Acute vesicular emphysema	COPD			read	2
103494	History of chronic obstructive pulmonary disease	COPD			read	2
104608	End stage chronic obstructive airways disease	COPD			read	2
106650	Eosinophilic bronchitis	COPD			read	2
63216	Obliterative bronchiolitis due to chemical fumes	COPD			read	2
J44	Other chronic obstructive pulmonary disease	COPD			ICD-10	2
J440	Chronic obstructive pulmonary disease with acute lower respiratory infection	COPD			ICD-10	2
J441	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	COPD			ICD-10	2
11287	Chronic obstructive pulmonary disease annual review	COPD			read	2
28755	Chronic obstructive pulmonary disease monitoring 1st letter	COPD			read	2
9520	Chronic obstructive pulmonary disease monitoring	COPD			read	2
34202	Chronic obstructive pulmonary disease monitoring 2nd letter	COPD			read	2
18621	Chronic obstructive pulmonary disease follow-up	COPD			read	2
34215	Chronic obstructive pulmonary disease monitoring 3rd letter	COPD			read	2
18792	Chronic obstructive pulmonary disease monitoring admin	COPD			read	2
26018	Chronic obstructive pulmonary disease monitoring by nurse	COPD			read	2
37371	Chronic obstructive pulmonary disease monitoring due	COPD			read	2
93568	Very severe chronic obstructive pulmonary disease	COPD			read	2
45998	Chronic obstructive pulmonary disease monitoring by doctor	COPD			read	2
65733	[X]Other specified chronic obstructive pulmonary disease	COPD			read	2
66058	[X]Other emphysema	COPD			read	2
J448	Other specified chronic obstructive pulmonary disease	COPD			ICD-10	2
J449	"Chronic obstructive pulmonary disease, unspecified"	COPD			ICD-10	2
1001	Chronic obstructive pulmonary disease	COPD			read	2
1446	Acute exacerbation of chronic obstructive airways disease	COPD			read	2
998	Chronic obstructive airways disease	COPD			read	2
10863	Mild chronic obstructive pulmonary disease	COPD			read	2
10802	Moderate chronic obstructive pulmonary disease	COPD			read	2
7884	"Chron obstruct pulmonary dis wth acute exacerbation, unspec"	COPD			read	2
5710	Chronic obstructive airways disease NOS	COPD			read	2
794	Emphysema	COPD			read	2
9876	Severe chronic obstructive pulmonary disease	COPD			read	2
3243	Chronic bronchitis	COPD			read	2
5798	Chronic asthmatic bronchitis	COPD			read	2
5909	Chronic wheezy bronchitis	COPD			read	2
11150	Mucopurulent chronic bronchitis	COPD			read	2
10980	Centrilobular emphysema	COPD			read	2
J40	"Bronchitis, not specified as acute or chronic"	COPD			ICD-10	2
J41	Simple and mucopurulent chronic bronchitis	COPD			ICD-10	2
J42	Unspecified chronic bronchitis	COPD			ICD-10	2
J43	Emphysema	COPD			ICD-10	2
38074	Chronic obstructive pulmonary disease monitor phone invite	COPD			read	2
45777	Chronic obstructive pulmonary disease clini management plan	COPD			read	2
42258	Chronic obstructive pulmonary disease monitoring verb invite	COPD			read	2
152	Wheezy bronchitis	COPD	Possible diagnosis		read	2
19434	Suspected chronic obstructive pulmonary disease	COPD	Possible diagnosis		read	2
42313	Health education - chronic obstructive pulmonary disease	COPD	Possible diagnosis		read	2
3480	Bronchitis NOS	COPD	Possible diagnosis		read	2
4899	Recurrent chest infection	COPD	Possible diagnosis		read	2
3163	Tracheobronchitis NOS	COPD	Possible diagnosis		read	2
10403	At risk of chronic obstructive pulmonary disease	COPD	Possible diagnosis		read	2
4519	H/O: bronchitis	COPD	Possible diagnosis		read	2
1934	Laryngotracheobronchitis	COPD	Possible diagnosis		read	2
7092	Recurrent wheezy bronchitis	COPD	Possible diagnosis		read	2
19721	Chronic obstructive pulmonary disease leaflet given	COPD	Possible diagnosis		read	2
12166	Other specified chronic obstructive airways disease	COPD	Possible diagnosis		read	2
45770	Chronic obstructive pulmonary disease disturbs sleep	COPD	Possible diagnosis		read	2
22905	Interstitial emphysema	COPD	Possible diagnosis		read	2
55391	Subacute bronchitis unspecified	COPD	Possible diagnosis		read	2
50396	Acute fibrinous bronchitis	COPD	Possible diagnosis		read	2
71370	Acute pseudomembranous bronchitis	COPD	Possible diagnosis		read	2
54893	Compensatory emphysema	COPD	Possible diagnosis		read	2
1344	Coronary artery disease	Coronary heart disease NOS			read	2
4017	Old myocardial infarction	Coronary heart disease NOS			read	2
1655	Triple vessel disease of the heart	Coronary heart disease NOS			read	2
5413	Coronary atherosclerosis	Coronary heart disease NOS			read	2
3999	Single coronary vessel disease	Coronary heart disease NOS			read	2
5254	Double coronary vessel disease	Coronary heart disease NOS			read	2
36523	Preinfarction syndrome	Coronary heart disease NOS			read	2
8568	Cardiac syndrome X	Coronary heart disease NOS			read	2
20416	Atherosclerotic heart disease	Coronary heart disease NOS			read	2
17464	Personal history of myocardial infarction	Coronary heart disease NOS			read	2
36854	Coronary artery spasm	Coronary heart disease NOS			read	2
23078	Chronic myocardial ischaemia	Coronary heart disease NOS			read	2
18889	Asymptomatic coronary heart disease	Coronary heart disease NOS			read	2
24783	Arteriosclerotic heart disease	Coronary heart disease NOS			read	2
29421	Silent myocardial ischaemia	Coronary heart disease NOS			read	2
15661	Dressler's syndrome	Coronary heart disease NOS			read	2
16408	Healed myocardial infarction	Coronary heart disease NOS			read	2
24888	Other therapeutic transluminal operations on coronary artery	Coronary heart disease NOS			OXMIS	2
21844	Transient myocardial ischaemia	Coronary heart disease NOS			read	2
47788	Other open operations on coronary artery	Coronary heart disease NOS			OXMIS	2
36609	Atherosclerotic cardiovascular disease	Coronary heart disease NOS			read	2
34965	Diagnostic transluminal operations on coronary artery	Coronary heart disease NOS			OXMIS	2
23579	Postmyocardial infarction syndrome	Coronary heart disease NOS			read	2
39693	Subendocardial ischaemia	Coronary heart disease NOS			read	2
59193	Aneurysm of coronary vessels	Coronary heart disease NOS			read	2
31679	Other therapeutic transluminal op on coronary artery NOS	Coronary heart disease NOS			OXMIS	2
6182	Other therapeutic transluminal op on coronary artery OS	Coronary heart disease NOS			OXMIS	2
93706	Percutaneous transluminal balloon dilation cardiac conduit	Coronary heart disease NOS			OXMIS	2
91774	Acquired atrioventricular fistula of heart	Coronary heart disease NOS			read	2
61248	Diagnostic transluminal operation on coronary artery NOS	Coronary heart disease NOS			OXMIS	2
56905	Diagnostic transluminal operation on coronary artery OS	Coronary heart disease NOS			OXMIS	2
26966	ECG: S-T elevation	Coronary heart disease NOS			read	2
66583	Percut translum inject therap subst to coronary artery NEC	Coronary heart disease NOS			OXMIS	2
39655	Impending infarction	Coronary heart disease NOS			read	2
101569	Revision of bypass for four or more coronary arteries	Coronary heart disease NOS			OXMIS	2
105250	Mural cardiac aneurysm	Coronary heart disease NOS			read	2
109035	[X]Subsequent myocardial infarction of other sites	Coronary heart disease NOS			read	2
58198		Coronary heart disease NOS			OXMIS	2
58256		Coronary heart disease NOS			OXMIS	2
58401		Coronary heart disease NOS			OXMIS	2
74092		Coronary heart disease NOS			OXMIS	2
74151		Coronary heart disease NOS			OXMIS	2
74336		Coronary heart disease NOS			OXMIS	2
74379		Coronary heart disease NOS			OXMIS	2
74480		Coronary heart disease NOS			OXMIS	2
74618		Coronary heart disease NOS			OXMIS	2
74634		Coronary heart disease NOS			OXMIS	2
74650		Coronary heart disease NOS			OXMIS	2
74803		Coronary heart disease NOS			OXMIS	2
75123		Coronary heart disease NOS			OXMIS	2
75840		Coronary heart disease NOS			OXMIS	2
76830		Coronary heart disease NOS			OXMIS	2
76831		Coronary heart disease NOS			OXMIS	2
77092		Coronary heart disease NOS			OXMIS	2
77280		Coronary heart disease NOS			OXMIS	2
77374		Coronary heart disease NOS			OXMIS	2
77984		Coronary heart disease NOS			OXMIS	2
79034		Coronary heart disease NOS			OXMIS	2
79268		Coronary heart disease NOS			OXMIS	2
79499		Coronary heart disease NOS			OXMIS	2
80024		Coronary heart disease NOS			OXMIS	2
81779		Coronary heart disease NOS			OXMIS	2
83376		Coronary heart disease NOS			OXMIS	2
84228		Coronary heart disease NOS			OXMIS	2
84273		Coronary heart disease NOS			OXMIS	2
84291		Coronary heart disease NOS			OXMIS	2
84418		Coronary heart disease NOS			OXMIS	2
84951		Coronary heart disease NOS			OXMIS	2
85001		Coronary heart disease NOS			OXMIS	2
86094		Coronary heart disease NOS			OXMIS	2
87937		Coronary heart disease NOS			OXMIS	2
88735		Coronary heart disease NOS			OXMIS	2
89513		Coronary heart disease NOS			OXMIS	2
89832		Coronary heart disease NOS			OXMIS	2
90211		Coronary heart disease NOS			OXMIS	2
91358		Coronary heart disease NOS			OXMIS	2
91532		Coronary heart disease NOS			OXMIS	2
18135	Coronary heart disease annual review	Coronary heart disease NOS			read	2
11648	Coronary heart disease medication review	Coronary heart disease NOS			read	2
10260	Coronary heart disease review	Coronary heart disease NOS			read	2
61072	Myocardial infarction aborted	Coronary heart disease NOS			read	2
55137	MI - myocardial infarction aborted	Coronary heart disease NOS			read	2
I250	"Atherosclerotic cardiovascular disease, so described"	Coronary heart disease NOS			ICD-10	2
I251	Atherosclerotic heart disease	Coronary heart disease NOS			ICD-10	2
I253	Aneurysm of heart	Coronary heart disease NOS			ICD-10	2
I254	Coronary artery aneurysm and dissection	Coronary heart disease NOS			ICD-10	2
I256	Silent myocardial ischaemia	Coronary heart disease NOS			ICD-10	2
3550	Diabetic monitoring	Diabetes	NOS		read	2
9897	Diabetes monitoring admin.	Diabetes	NOS		read	2
6125	Diabetic annual review	Diabetes	NOS		read	2
2379	Seen in diabetic clinic	Diabetes	NOS		read	2
26666	O/E - Right diabetic foot at low risk	Diabetes	NOS		read	2
26667	O/E - Left diabetic foot at low risk	Diabetes	NOS		read	2
13194	Diabetes monitoring 1st letter	Diabetes	NOS		read	2
758	Type 2 diabetes mellitus	Diabetes	Type 2		read	2
6795	FH: Diabetes mellitus	Diabetes	NOS		read	2
711	Diabetes mellitus	Diabetes	NOS		read	2
5234	Diabetes mellitus screen	Diabetes	NOS	1	read	2
608	Follow-up diabetic assessment	Diabetes	NOS		read	2
12506	Diabetes: practice programme	Diabetes	NOS		read	2
11094	Under care of diabetic foot screener	Diabetes	NOS	1	read	2
11471	Diabetes medication review	Diabetes	NOS		read	2
1684	Diabetic on oral treatment	Diabetes	NOS		read	2
13195	Diabetes monitoring 2nd letter	Diabetes	NOS		read	2
31157	O/E - Right diabetic foot at moderate risk	Diabetes	NOS		read	2
31156	O/E - Left diabetic foot at moderate risk	Diabetes	NOS		read	2
18311	Diabetic retinopathy screening	Diabetes	NOS	1	read	2
13197	Attends diabetes monitoring	Diabetes	NOS		read	2
95994	Diabetic foot screen	Diabetes	NOS	1	read	2
10977	Diabetic peripheral neuropathy screening	Diabetes	NOS	1	read	2
8836	Diabetes management plan given	Diabetes	NOS		read	2
13067	Diabetic monitoring NOS	Diabetes	NOS		read	2
2378	Diabetic - poor control	Diabetes	NOS		read	2
11348	Excepted from diabetes quality indicators: Informed dissent	Diabetes	NOS		read	2
17478	Self monitoring of blood glucose	Diabetes	NOS		read	2
12213	Patient on maximal tolerated therapy for diabetes	Diabetes	NOS		read	2
7563	Diabetic on diet only	Diabetes	NOS		read	2
12030	Diabetes monitoring 3rd letter	Diabetes	NOS		read	2
28873	Diabetic 6 month review	Diabetes	NOS		read	2
1323	Diabetic retinopathy	Diabetes	NOS		read	2
1549	Type 1 diabetes mellitus	Diabetes	Type 1		read	2
506	Non-insulin dependent diabetes mellitus	Diabetes	Non-insulin-dependent		read	2
4513	Non-insulin dependent diabetes mellitus	Diabetes	Non-insulin-dependent		read	2
11433	O/E - right eye background diabetic retinopathy	Diabetes	NOS		read	2
7069	Background diabetic retinopathy	Diabetes	NOS		read	2
11129	O/E - left eye background diabetic retinopathy	Diabetes	NOS		read	2
11041	Excepted from diabetes qual indicators: Patient unsuitable	Diabetes	NOS		read	2
47032	Diabetes care plan agreed	Diabetes	NOS		read	2
13192	Diabetes monitor. check done	Diabetes	NOS		read	2
9974	Seen in diabetic eye clinic	Diabetes	NOS		read	2
9145	DNA - Did not attend diabetic clinic	Diabetes	NOS		read	2
13074	Diabetic diet	Diabetes	NOS		read	2
13057	Health education - diabetes	Diabetes	NOS		read	2
83532	Diabetes type 2 review	Diabetes	Type 2		read	2
8842	Diabetic on insulin	Diabetes	NOS		read	2
12675	Diabetes: shared care programme	Diabetes	NOS		read	2
13071	Diabetic - good control	Diabetes	NOS		read	2
31171	O/E - Right diabetic foot at high risk	Diabetes	NOS		read	2
17817	Subcutaneous injection of insulin	Diabetes	NOS		read	2
31172	O/E - Left diabetic foot at high risk	Diabetes	NOS		read	2
13196	Fundoscopy - diabetic check	Diabetes	NOS		read	2
23005	FH: Diabetes mellitus in first degree relative	Diabetes	NOS		read	2
8414	Pt advised re diabetic diet	Diabetes	NOS		read	2
17859	Type 2 diabetes mellitus	Diabetes	Type 2		read	2
12483	Advice about blood glucose control	Diabetes	NOS		read	2
6813	H/O: diabetes mellitus	Diabetes	NOS		read	2
31141	Diabetes monitor.phone invite	Diabetes	NOS		read	2
47144	O/E - diabetic maculopathy absent both eyes	Diabetes	NOS		read	2
22823	Diabetic foot examination	Diabetes	NOS		read	2
47011	Referral to diabetes structured education programme	Diabetes	NOS		read	2
93854	Diabetes structured education programme declined	Diabetes	NOS		read	2
30648	Did not attend diabetic retinopathy clinic	Diabetes	NOS		read	2
1038	Insulin dependent diabetes mellitus	Diabetes	Insulin dependent		read	2
11149	[D]Prediabetes	Diabetes	NOS		read	2
12307	Diabetes care by hospital only	Diabetes	NOS		read	2
50175	Diabetic foot risk assessment	Diabetes	NOS		read	2
31240	Diabetes monitor.verbal invite	Diabetes	NOS		read	2
11677	Refer to diabetic foot screener	Diabetes	NOS	1	read	2
38078	Understands diet - diabetes	Diabetes	NOS		read	2
31241	Diabetes monitoring admin.NOS	Diabetes	NOS		read	2
6430	Attending diabetes clinic	Diabetes	NOS		read	2
3837	Diabetic maculopathy	Diabetes	NOS		read	2
21689	Diabetic lipid lowering diet	Diabetes	NOS		read	2
1647	Insulin dependent diabetes mellitus	Diabetes	Insulin dependent		read	2
13070	Initial diabetic assessment	Diabetes	NOS		read	2
18824	Diabetic foot examination declined	Diabetes	NOS		read	2
12262	Diabetic retinopathy screening refused	Diabetes	NOS		read	2
10642	Dietary advice for diabetes mellitus	Diabetes	NOS		read	2
14889	Maturity onset diabetes	Diabetes	NOS		read	2
93657	Referral to DESMOND diabetes structured education programme	Diabetes	NOS		read	2
10824	Seen in diabetic foot clinic	Diabetes	NOS		read	2
104374	Provision of diabetes clinical summary	Diabetes	NOS		read	2
12247	Diabetic foot examination not indicated	Diabetes	NOS		read	2
20900	Diabetes monitored	Diabetes	NOS		read	2
93870	Referral to XPERT diabetes structured education programme	Diabetes	NOS		read	2
22130	Diabetes monitoring default	Diabetes	NOS		read	2
13069	Has seen dietician - diabetes	Diabetes	NOS		read	2
18167	Annual diabetic blood test	Diabetes	NOS		read	2
28769	Diabetic on insulin and oral treatment	Diabetes	NOS		read	2
35383	Diabetic patient unsuitable for digital retinal photography	Diabetes	NOS		read	2
14803	"Diabetes mellitus, adult onset, no mention of complication"	Diabetes	NOS		read	2
17236	H/O: insulin therapy	Diabetes	NOS		read	2
10755	Non proliferative diabetic retinopathy	Diabetes	NOS		read	2
1682	Diabetes mellitus with ketoacidosis	Diabetes	NOS		read	2
1407	Insulin treated Type 2 diabetes mellitus	Diabetes	Type 2		read	2
26604	Diabetic diet - good compliance	Diabetes	NOS		read	2
13108	O/E - left eye diabetic maculopathy	Diabetes	NOS		read	2
13102	O/E - right eye diabetic maculopathy	Diabetes	NOS		read	2
16230	Diabetes mellitus with neurological manifestation	Diabetes	NOS		read	2
20696	Injection sites - diabetic	Diabetes	NOS		read	2
52237	Patient held diabetic record issued	Diabetes	NOS		read	2
19739	Diabetic retinopathy screening offered	Diabetes	NOS	1	read	2
16490	Diabetic treatment changed	Diabetes	NOS		read	2
12682	Patient offered diabetes structured education programme	Diabetes	NOS		read	2
106604	Pre-diabetes	Diabetes	NOS		read	2
32619	Patient diabetes education review	Diabetes	NOS		read	2
18747	Diabetic retinopathy screening not indicated	Diabetes	NOS	1	read	2
64142	Referral for diabetic retinopathy screening	Diabetes	NOS		read	2
3286	Proliferative diabetic retinopathy	Diabetes	NOS		read	2
7795	Diabetes mellitus with neuropathy	Diabetes	NOS		read	2
18390	Type 2 diabetes mellitus with persistent microalbuminuria	Diabetes	Type 2		read	2
2342	Diabetic neuropathy	Diabetes	NOS		read	2
18505	IDDM-Insulin dependent diabetes mellitus	Diabetes	Insulin dependent		read	2
13078	Diabetic weight reducing diet	Diabetes	NOS		read	2
17886	Diabetic - follow-up default	Diabetes	NOS		read	2
61021	Diabetic digital retinopathy screening offered	Diabetes	NOS		read	2
17846	Self monitoring of urine glucose	Diabetes	NOS		read	2
17858	Type 1 diabetes mellitus	Diabetes	Type 1		read	2
5884	NIDDM - Non-insulin dependent diabetes mellitus	Diabetes	Non-insulin-dependent		read	2
63412	Diabetes clinical management plan	Diabetes	NOS		read	2
28574	Exception reporting: diabetes quality indicators	Diabetes	NOS		read	2
19203	Diabetes mellitus excluded	Diabetes	NOS		read	2
10692	Type 1 diabetes mellitus with ketoacidosis	Diabetes	Type 1		read	2
35316	O/E - Right diabetic foot - ulcerated	Diabetes	NOS		read	2
35116	O/E - Left diabetic foot - ulcerated	Diabetes	NOS		read	2
17095	O/E - Right diabetic foot at risk	Diabetes	NOS		read	2
13099	O/E - right eye preproliferative diabetic retinopathy	Diabetes	NOS		read	2
8618	Seen by diabetic liaison nurse	Diabetes	NOS		read	2
8306	Referral to diabetes nurse	Diabetes	NOS		read	2
13103	O/E - left eye preproliferative diabetic retinopathy	Diabetes	NOS		read	2
22884	Type II diabetes mellitus	Diabetes	Type 2		read	2
105585	Diabetes clinical pathway	Diabetes	NOS		read	2
11599	Pan retinal photocoagulation for diabetes	Diabetes	NOS		read	2
18219	Type II diabetes mellitus	Diabetes	Type 2		read	2
106679	Provision of written information about diabetes and driving	Diabetes	NOS		read	2
2986	Preproliferative diabetic retinopathy	Diabetes	NOS		read	2
26664	O/E - Left diabetic foot at risk	Diabetes	NOS		read	2
28622	Diabetes resolved	Diabetes	NOS		read	2
11018	Diabetic retinopathy 12 month review	Diabetes	NOS		read	2
26054	Type 2 diabetes mellitus with persistent proteinuria	Diabetes	Type 2		read	2
85660	Diabetes type 1 review	Diabetes	Type 1		read	2
68546	Diabetes clinic satisfaction questionnaire	Diabetes	NOS	1	read	2
42217	Self monitoring of blood and urine glucose	Diabetes	NOS		read	2
18278	Insulin treated Type 2 diabetes mellitus	Diabetes	Type 2		read	2
19381	Referral to diabetic eye clinic	Diabetes	NOS		read	2
83485	Insulin dose changed	Diabetes	NOS		read	2
9835	O/E - diabetic maculopathy present both eyes	Diabetes	NOS		read	2
107464	Diabetes Year of Care annual review	Diabetes	NOS		read	2
35399	Diabetes mellitus with peripheral circulatory disorder	Diabetes	NOS		read	2
22967	Retinal abnormality - diabetes related	Diabetes	NOS		read	2
2475	Diabetic nephropathy	Diabetes	NOS		read	2
12507	Seen by diabetic liaison nurse	Diabetes	NOS		read	2
13097	O/E - right eye proliferative diabetic retinopathy	Diabetes	NOS		read	2
82474	Referral to community diabetes specialist nurse	Diabetes	NOS		read	2
1045	Diabetes insipidus	Diabetes	NOS		read	2
54601	Under care of diabetologist	Diabetes	NOS		read	2
13101	O/E - left eye proliferative diabetic retinopathy	Diabetes	NOS		read	2
25636	Diabetic diet - poor compliance	Diabetes	NOS		read	2
18766	Diabetes resolved	Diabetes	NOS		read	2
38986	Diabetes mellitus with no mention of complication	Diabetes	NOS		read	2
96010	Insulin treatment initiated	Diabetes	NOS		read	2
26605	Attended diabetes structured education programme	Diabetes	NOS		read	2
38103	Seen in diabetic nurse consultant clinic	Diabetes	NOS		read	2
9881	Mixed diabetic ulcer - foot	Diabetes	NOS		read	2
11930	Under care of diabetes specialist nurse	Diabetes	NOS		read	2
17067	Autonomic neuropathy due to diabetes	Diabetes	NOS		read	2
24327	Ischaemic ulcer diabetic foot	Diabetes	NOS		read	2
46521	Seen by diabetologist	Diabetes	NOS		read	2
32739	Seen in community diabetes specialist clinic	Diabetes	NOS		read	2
57389	Patient consent given for addition to diabetic register	Diabetes	NOS		read	2
11626	Diabetic retinopathy NOS	Diabetes	NOS		read	2
11977	Referral to diabetes nurse	Diabetes	NOS		read	2
11663	Neuropathic diabetic ulcer - foot	Diabetes	NOS		read	2
12640	Type 2 diabetes mellitus with nephropathy	Diabetes	Type 2		read	2
100436	Education in self management of diabetes	Diabetes	NOS		read	2
18496	Type 2 diabetes mellitus with retinopathy	Diabetes	Type 2		read	2
26603	Refuses diabetes monitoring	Diabetes	NOS		read	2
38129	Seen in community diabetic specialist nurse clinic	Diabetes	NOS		read	2
8403	Non-insulin dependent diabetes mellitus - poor control	Diabetes	Non-insulin-dependent		read	2
