code	coding term	Indicator 1	Indicator 2	Exclusion_domain	severity	scale	system
98806	[X]Occ hvy trn vh inj in collision with car/pick-up trck/van	Motor vehicle accident	Transport accident	Accident			read
99377	MVTA+collision+stalled MV - motor vehicle driver injured	Motor vehicle accident	Transport accident	Accident			read
99581	Collision-RV NEC+pedestrian - unspecified person injured	Motor vehicle accident	Transport accident	Accident			read
100160	MVTA+collision+object NOS - pedal cyclist injured	Motor vehicle accident	Transport accident	Accident			read
101175	Collision between road vehicle NEC and other object	Motor vehicle accident	Transport accident	Accident			read
101261	MVTA involving collision with disabled motor vehicle	Motor vehicle accident	Transport accident	Accident			read
103092	MVTA+collision+safety island - motor vehicle driver injured	Motor vehicle accident	Transport accident	Accident			read
103116	MVTA+collision+bridge - motor vehicle driver injured	Motor vehicle accident	Transport accident	Accident			read
103143	MVTA+collision+fallen object - motor vehicle driver injured	Motor vehicle accident	Transport accident	Accident			read
104352	[X]Pedal cyc [any] injured in other spec transport accidents	Motor vehicle accident	Transport accident	Accident			read
105607	[X]Occupant of heavy transport vehicle inj nncols transpt ac	Motor vehicle accident	Transport accident	Accident			read
105707	[X]M/cycle rider inj in coll heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			read
105780	[X]Rider or occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			read
105900	Noncollision MVTA with motor vehicle while in motion NOS	Motor vehicle accident	Transport accident	Accident			read
107658	MVTA+collision+stopped MV - pedal cyclist injured	Motor vehicle accident	Transport accident	Accident			read
109541	MVTA+collision+tramcar - motor cyclist injured	Motor vehicle accident	Transport accident	Accident			read
110994	MVTA+collision+stopped MV - other specified person injured	Motor vehicle accident	Transport accident	Accident			read
111052	[X]Car occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			read
111710	MVTA+collision+pedal cycle - pedestrian injured	Motor vehicle accident	Transport accident	Accident			read
112463	MVTA+collision+pedal cycle - unspecified person injured	Motor vehicle accident	Transport accident	Accident			read
112516	[X]Occ heavy transport vehicle injured in coll with pedl cyc	Motor vehicle accident	Transport accident	Accident			read
49960	[X]Rider or occupant inj in collision with 2-3 whl motor veh	Motor vehicle accident	Transport accident	Accident			read
V01	Pedestrian injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V010	Pedestrian injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V011	Pedestrian injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V019	Pedestrian injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V02	Pedestrian injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V020	Pedestrian injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V021	Pedestrian injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V029	Pedestrian injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V03	"Pedestrian injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V030	"Pedestrian injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V031	"Pedestrian injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V039	"Pedestrian injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V04	Pedestrian injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V040	Pedestrian injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V041	Pedestrian injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V049	Pedestrian injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V06	Pedestrian injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V060	Pedestrian injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V061	Pedestrian injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V069	Pedestrian injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V09	Pedestrian injured in other and unspecified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V090	Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles	Motor vehicle accident	Transport accident	Accident			ICD-10
V091	Pedestrian injured in unspecified nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V092	Pedestrian injured in traffic accident involving other and unspecified motor vehicles	Motor vehicle accident	Transport accident	Accident			ICD-10
V093	Pedestrian injured in unspecified traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V099	Pedestrian injured in unspecified transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V11	Pedal cyclist injured in collision with other pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V110	Pedal cyclist injured in collision with other pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V111	Pedal cyclist injured in collision with other pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V112	Pedal cyclist injured in collision with other pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V113	Pedal cyclist injured in collision with other pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V114	Pedal cyclist injured in collision with other pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V115	Pedal cyclist injured in collision with other pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V119	Pedal cyclist injured in collision with other pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V12	Pedal cyclist injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V120	Pedal cyclist injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V121	Pedal cyclist injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V122	Pedal cyclist injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V123	Pedal cyclist injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V124	Pedal cyclist injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V125	Pedal cyclist injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V129	Pedal cyclist injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V13	"Pedal cyclist injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V130	"Pedal cyclist injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V131	"Pedal cyclist injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V132	"Pedal cyclist injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V133	"Pedal cyclist injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V134	"Pedal cyclist injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V135	"Pedal cyclist injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V139	"Pedal cyclist injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V14	Pedal cyclist injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V140	Pedal cyclist injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V141	Pedal cyclist injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V142	Pedal cyclist injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V143	Pedal cyclist injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V144	Pedal cyclist injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V145	Pedal cyclist injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V149	Pedal cyclist injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V16	Pedal cyclist injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V160	Pedal cyclist injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V161	Pedal cyclist injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V162	Pedal cyclist injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V163	Pedal cyclist injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V164	Pedal cyclist injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V165	Pedal cyclist injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V169	Pedal cyclist injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V17	Pedal cyclist injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V170	Pedal cyclist injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V171	Pedal cyclist injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V172	Pedal cyclist injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V173	Pedal cyclist injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V174	Pedal cyclist injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V175	Pedal cyclist injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V179	Pedal cyclist injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V18	Pedal cyclist injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V180	Pedal cyclist injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V181	Pedal cyclist injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V182	Pedal cyclist injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V183	Pedal cyclist injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V184	Pedal cyclist injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V185	Pedal cyclist injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V189	Pedal cyclist injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V19	Pedal cyclist injured in other and unspecified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V190	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V191	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V192	Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V193	Pedal cyclist [any] injured in unspecified nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V194	Driver injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V195	Passenger injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V196	Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V198	Pedal cyclist [any] injured in other specified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V199	Pedal cyclist [any] injured in unspecified traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V21	Motorcycle rider injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V210	Motorcycle rider injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V211	Motorcycle rider injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V212	Motorcycle rider injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V213	Motorcycle rider injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V214	Motorcycle rider injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V215	Motorcycle rider injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V219	Motorcycle rider injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V22	Motorcycle rider injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V220	Motorcycle rider injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V221	Motorcycle rider injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V222	Motorcycle rider injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V223	Motorcycle rider injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V224	Motorcycle rider injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V225	Motorcycle rider injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V229	Motorcycle rider injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V23	"Motorcycle rider injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V230	"Motorcycle rider injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V231	"Motorcycle rider injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V232	"Motorcycle rider injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V233	"Motorcycle rider injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V234	"Motorcycle rider injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V235	"Motorcycle rider injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V239	"Motorcycle rider injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V24	Motorcycle rider injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V240	Motorcycle rider injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V241	Motorcycle rider injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V242	Motorcycle rider injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V243	Motorcycle rider injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V244	Motorcycle rider injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V245	Motorcycle rider injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V249	Motorcycle rider injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V26	Motorcycle rider injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V260	Motorcycle rider injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V261	Motorcycle rider injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V262	Motorcycle rider injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V263	Motorcycle rider injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V264	Motorcycle rider injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V265	Motorcycle rider injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V269	Motorcycle rider injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V27	Motorcycle rider injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V270	Motorcycle rider injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V271	Motorcycle rider injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V272	Motorcycle rider injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V273	Motorcycle rider injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V274	Motorcycle rider injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V275	Motorcycle rider injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V279	Motorcycle rider injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V28	Motorcycle rider injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V280	Motorcycle rider injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V281	Motorcycle rider injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V282	Motorcycle rider injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V283	Motorcycle rider injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V284	Motorcycle rider injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V285	Motorcycle rider injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V289	Motorcycle rider injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V29	Motorcycle rider injured in other and unspecified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V290	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V291	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V292	Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V293	Motorcycle rider [any] injured in unspecified nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V294	Driver injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V295	Passenger injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V296	Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V298	Motorcycle rider [any] injured in other specified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V299	Motorcycle rider [any] injured in unspecified traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V31	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V310	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V311	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V312	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V313	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V314	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V315	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V316	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V317	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V319	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V32	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V320	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V321	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V322	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V323	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V324	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V325	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V326	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V327	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V329	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V33	"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V330	"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V331	"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V332	"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V333	"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V334	"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V335	"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V336	"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V337	"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V339	"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V34	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V340	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V341	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V342	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V343	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V344	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V345	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V346	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V347	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V349	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V36	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V360	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V361	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V362	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V363	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V364	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V365	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V366	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V367	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V369	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V37	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V370	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V371	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V372	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V373	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V374	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V375	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V376	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V377	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V379	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V38	Occupant of three-wheeled motor vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V380	Occupant of three-wheeled motor vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V381	Occupant of three-wheeled motor vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V382	Occupant of three-wheeled motor vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V383	Occupant of three-wheeled motor vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V384	Occupant of three-wheeled motor vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V385	Occupant of three-wheeled motor vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V386	Occupant of three-wheeled motor vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
