Code_ready_CPRDGOLD_HES_ONS,coding_term,ACE_indicator_code,indicator_specific,ACE_indicator_1,ACE_indicator_2,ACE_domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
9740,Bruise of head,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE0..12,"30pre/60post,days","",Aslt_algo_2,,2,read
333,Marital conflict,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13H4200,"30pre/60post,days","",Aslt_algo_2,2,2,read
8197,"Bruise, trunk",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE2..11,"30pre/60post,days","",Aslt_algo_2,,2,read
9730,Paternity dispute,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13IG.00,"30pre/60post,days","",Aslt_algo_2,2,2,read
12142,Bruise of face,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE0..11,"30pre/60post,days","",Aslt_algo_2,,2,read
4565,Marital counselling,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,6741.00,"30pre/60post,days","",Aslt_algo_2,,2,read
9551,[V]Marital problems,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZV61100,"30pre/60post,days","",Aslt_algo_2,,2,read
3111,Girlfriend relationship problem,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13HP100,"30pre/60post,days","",Aslt_algo_2,,2,read
2830,Parental marital problems,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13HP300,"30pre/60post,days","",Aslt_algo_2,2,2,read
19971,Parent/child conflict,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13W4.00,"30pre/60post,days","",Aslt_algo_2,,2,read
4177,Parent relationship problem,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13HP400,"30pre/60post,days","",Aslt_algo_2,2,2,read
3555,"Contusion, ear",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE05.00,"30pre/60post,days","",Aslt_algo_2,,2,read
12770,Cerebral laceration and contusion,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,S61..00,"30pre/60post,days","",Aslt_algo_2,,2,read
25699,Relationship counselling,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,6747.00,"30pre/60post,days","",Aslt_algo_2,2,2,read
21433,Husband committed adultery,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13HV313,"30pre/60post,days","",Aslt_algo_2,2,2,read
28985,Referral to marriage guidance counsellor,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZL73300,"30pre/60post,days","",Aslt_algo_2,,2,read
25555,Seen by forensic psychiatrist,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZL9D200,"30pre/60post,days","",Aslt_algo_2,,2,read
25272,[V]Other parent-child problems,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZV61300,"30pre/60post,days","",Aslt_algo_2,2,2,read
29544,Marital trouble,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13H4.11,"30pre/60post,days","",Aslt_algo_2,,2,read
20428,[V]Parent - child conflict,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZV61213,"30pre/60post,days","",Aslt_algo_2,2,2,read
20536,Affair ended,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13HV100,"30pre/60post,days","",Aslt_algo_2,2,2,read
15313,Maladjustment to married life,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13H4300,"30pre/60post,days","",Aslt_algo_2,2,2,read
34771,Extra-marital problems,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13HV.00,"30pre/60post,days","",Aslt_algo_2,,2,read
39651,Spouse committed adultery,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13HV300,"30pre/60post,days","",Aslt_algo_2,,2,read
97320,Seen by forensic psychiatrist,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,9NlG.00,"30pre/60post,days","",Aslt_algo_2,,2,read
36318,"Contusion, scapular area",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE30100,"30pre/60post,days","",Aslt_algo_2,,2,read
29543,Marital reconciliation,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13H5.00,"30pre/60post,days","",Aslt_algo_2,,2,read
21537,Forensic examination,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,4K7..00,"30pre/60post,days","",Aslt_algo_2,,2,read
37479,"Contusion, interscapular region",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE23000,"30pre/60post,days","",Aslt_algo_2,,2,read
32625,Under care of forensic psychiatrist,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZL1B200,"30pre/60post,days","",Aslt_algo_2,,2,read
36594,"Contusion, hip and thigh NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE40z00,"30pre/60post,days","",Aslt_algo_2,,2,read
42400,Wife committed adultery,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13HV312,"30pre/60post,days","",Aslt_algo_2,,2,read
72941,Forensic psychiatry,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,9bA3.00,"30pre/60post,days","",Aslt_algo_2,,2,read
48325,Cerebellar laceration and contusion,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,S61..11,"30pre/60post,days","",Aslt_algo_2,,2,read
42692,Cerebral laceration and contusion NOS,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,S61z.00,"30pre/60post,days","",Aslt_algo_2,,2,read
16802,[V]Problems with aged parents,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZV61411,"30pre/60post,days","",Aslt_algo_2,,2,read
42383,Stepparent relationship problem,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13HP500,"30pre/60post,days","",Aslt_algo_2,,2,read
27434,Lover taken,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13HV011,"30pre/60post,days","",Aslt_algo_2,,2,read
30950,Row with wife,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13H4213,"30pre/60post,days","",Aslt_algo_2,,2,read
107688,Seen by forensic psychologist,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,9N2W100,"30pre/60post,days","",Aslt_algo_2,,2,read
25554,Discharge by forensic psychiatrist,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZLD2c00,"30pre/60post,days","",Aslt_algo_2,,2,read
94758,Discharge from forensic psychiatry service,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZLE9200,"30pre/60post,days","",Aslt_algo_2,,2,read
111183,Health visitor antenatal visit declined,mIPV6,Health visitor increasing concern,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,8IHD.00,"30pre/60post,days","",Aslt_algo_2,,2,read
56178,Mistress taken,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,13HV012,"30pre/60post,days","",Aslt_algo_2,,2,read
94555,Discharge by marriage guidance counsellor,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZLD1300,"30pre/60post,days","",Aslt_algo_2,,2,read
66821,[V]Problems in relationship with parents and in-laws,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZV61A00,"30pre/60post,days","",Aslt_algo_2,,2,read
57037,Forensic examination NOS,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,4K7Z.00,"30pre/60post,days","",Aslt_algo_2,,2,read
105701,Cortex laceration and contusion,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,S61..12,"30pre/60post,days","",Aslt_algo_2,,2,read
112180,DNA health visitor 3 to 4 month contact with family,mIPV6,Health visitor increasing concern,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,9NFb100,"30pre/60post,days","",Aslt_algo_2,,2,read
99586,Wardrobe mistress,mIPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,0A86.00,"30pre/60post,days","",Aslt_algo_2,,2,read
34422,First annual visit by health visitor,mIPV6,Seen by/referral to health visitor,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,9NFF.00,"30pre/60post,days","",Aslt_algo_2,,2,read
64232,Health visitor report,mIPV6,Seen by/referral to health visitor,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,9b0I.00,"30pre/60post,days","",Aslt_algo_2,,2,read
33533,Referred by health visitor,mIPV6,Seen by/referral to health visitor,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,9N66.00,"30pre/60post,days","",Aslt_algo_2,,2,read
9236,Seen by health visitor,mIPV6,Seen by/referral to health visitor,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,9N23.00,"30pre/60post,days","",Aslt_algo_2,,2,read
107946,Under care of health visiting service - Universal,mIPV6,Seen by/referral to health visitor,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,9Ngl000,"30pre/60post,days","",Aslt_algo_2,,2,read
47065,Under care of health visitor,mIPV6,Seen by/referral to health visitor,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,9NNN.00,"30pre/60post,days","",Aslt_algo_2,,2,read
52397,[X]Contusion of other and unspecified parts of foot,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,Syu9000,"30pre/60post,days","",Aslt_algo_2,,2,read
52772,[X]Contusion of other and unspecified parts of lower leg,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,Syu8000,"30pre/60post,days","",Aslt_algo_2,,2,read
59606,[X]Contusion of other parts of wrist and hand,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,Syu6000,"30pre/60post,days","",Aslt_algo_2,,2,read
21263,Bruise of ear,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE05.11,"30pre/60post,days","",Aslt_algo_2,,2,read
34284,Bruise of mandibular joint area,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE06.00,"30pre/60post,days","",Aslt_algo_2,,2,read
46591,Bruise of periocular tissue,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE11.12,"30pre/60post,days","",Aslt_algo_2,,2,read
27711,Bruises easily,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,16B2.00,"30pre/60post,days","",Aslt_algo_2,,2,read
1084,Contusion (bruise) with intact skin,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE...00,"30pre/60post,days","",Aslt_algo_2,,2,read
29889,"Contusion hand, dorsum",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE32300,"30pre/60post,days","",Aslt_algo_2,,2,read
30204,"Contusion hand, palm",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE32200,"30pre/60post,days","",Aslt_algo_2,,2,read
17087,Contusion of coccyx,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE23300,"30pre/60post,days","",Aslt_algo_2,,2,read
6996,"Contusion of face, scalp and neck, excluding eye(s)",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE0..00,"30pre/60post,days","",Aslt_algo_2,,2,read
97729,Contusion of infraorbital nerve,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SJ18.00,"30pre/60post,days","",Aslt_algo_2,,2,read
22308,Contusion of lower back,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE23200,"30pre/60post,days","",Aslt_algo_2,,2,read
30733,Contusion of lower back,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE23112,"30pre/60post,days","",Aslt_algo_2,,2,read
8896,Contusion of toe(s) with damage to nail,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SD7y200,"30pre/60post,days","",Aslt_algo_2,,2,read
25560,"Contusion with skin intact, NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SEz..00,"30pre/60post,days","",Aslt_algo_2,,2,read
12068,Contusion wrist or hand,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE32.00,"30pre/60post,days","",Aslt_algo_2,,2,read
57061,"Contusion wrist, dorsum",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE32500,"30pre/60post,days","",Aslt_algo_2,,2,read
45488,"Contusion wrist, volar",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE32400,"30pre/60post,days","",Aslt_algo_2,,2,read
14906,"Contusion, abdominal wall",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE22.00,"30pre/60post,days","",Aslt_algo_2,,2,read
37495,"Contusion, abdominal wall NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE22z00,"30pre/60post,days","",Aslt_algo_2,,2,read
5139,"Contusion, ankle",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE42100,"30pre/60post,days","",Aslt_algo_2,,2,read
29090,"Contusion, ankle and foot NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE42z00,"30pre/60post,days","",Aslt_algo_2,,2,read
44597,"Contusion, ankle and foot, excluding toe(s)",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE42.00,"30pre/60post,days","",Aslt_algo_2,,2,read
61258,"Contusion, axillary area",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE30200,"30pre/60post,days","",Aslt_algo_2,,2,read
5586,"Contusion, back",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE23.00,"30pre/60post,days","",Aslt_algo_2,,2,read
12796,"Contusion, back NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE23z00,"30pre/60post,days","",Aslt_algo_2,,2,read
12503,"Contusion, breast",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE20.00,"30pre/60post,days","",Aslt_algo_2,,2,read
6998,"Contusion, buttock",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE23100,"30pre/60post,days","",Aslt_algo_2,,2,read
17978,"Contusion, cheek",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE01.00,"30pre/60post,days","",Aslt_algo_2,,2,read
4954,"Contusion, chest wall",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE21.00,"30pre/60post,days","",Aslt_algo_2,,2,read
53075,"Contusion, clavicular area",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE30400,"30pre/60post,days","",Aslt_algo_2,,2,read
43606,"Contusion, elbow and forearm NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE31z00,"30pre/60post,days","",Aslt_algo_2,,2,read
11254,"Contusion, elbow area",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE31100,"30pre/60post,days","",Aslt_algo_2,,2,read
7402,"Contusion, elbow or forearm",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE31.00,"30pre/60post,days","",Aslt_algo_2,,2,read
4838,"Contusion, eye NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE1z.00,"30pre/60post,days","",Aslt_algo_2,,2,read
17870,"Contusion, eyeball",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE13.00,"30pre/60post,days","",Aslt_algo_2,,2,read
15188,"Contusion, eyelids and periocular tissues",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE11.00,"30pre/60post,days","",Aslt_algo_2,,2,read
27745,"Contusion, finger",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE33.00,"30pre/60post,days","",Aslt_algo_2,,2,read
28280,"Contusion, finger NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE33z00,"30pre/60post,days","",Aslt_algo_2,,2,read
38656,"Contusion, finger, multiple",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE33300,"30pre/60post,days","",Aslt_algo_2,,2,read
9209,"Contusion, finger, unspecified",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE33000,"30pre/60post,days","",Aslt_algo_2,,2,read
5320,"Contusion, fingernail (includes subungual haematoma)",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE33200,"30pre/60post,days","",Aslt_algo_2,,2,read
30087,"Contusion, flank",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE22100,"30pre/60post,days","",Aslt_algo_2,,2,read
3090,"Contusion, foot",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE42000,"30pre/60post,days","",Aslt_algo_2,,2,read
10616,"Contusion, forearm area",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE31000,"30pre/60post,days","",Aslt_algo_2,,2,read
15860,"Contusion, forehead",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE00.00,"30pre/60post,days","",Aslt_algo_2,,2,read
30347,"Contusion, genital organs NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE24z00,"30pre/60post,days","",Aslt_algo_2,,2,read
27517,"Contusion, groin",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE22200,"30pre/60post,days","",Aslt_algo_2,,2,read
9926,"Contusion, gum",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE04.00,"30pre/60post,days","",Aslt_algo_2,,2,read
12253,"Contusion, hand, excluding finger",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE32000,"30pre/60post,days","",Aslt_algo_2,,2,read
18589,"Contusion, hip",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE40000,"30pre/60post,days","",Aslt_algo_2,,2,read
44522,"Contusion, hip and thigh",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE40.00,"30pre/60post,days","",Aslt_algo_2,,2,read
5952,"Contusion, knee",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE41100,"30pre/60post,days","",Aslt_algo_2,,2,read
42121,"Contusion, knee and lower leg",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE41.00,"30pre/60post,days","",Aslt_algo_2,,2,read
29895,"Contusion, knee and lower leg NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE41z00,"30pre/60post,days","",Aslt_algo_2,,2,read
8434,"Contusion, lip",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE03.00,"30pre/60post,days","",Aslt_algo_2,,2,read
9670,"Contusion, lower leg",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE41000,"30pre/60post,days","",Aslt_algo_2,,2,read
7671,"Contusion, lower limb and other unspecified sites",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE4..00,"30pre/60post,days","",Aslt_algo_2,,2,read
28142,"Contusion, lower limb NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE45.00,"30pre/60post,days","",Aslt_algo_2,,2,read
41764,"Contusion, lower limb, multiple sites",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE44.00,"30pre/60post,days","",Aslt_algo_2,,2,read
36485,"Contusion, multiple sites NEC",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE4y.00,"30pre/60post,days","",Aslt_algo_2,,2,read
39407,"Contusion, multiple sites of trunk",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE2y.00,"30pre/60post,days","",Aslt_algo_2,,2,read
5953,"Contusion, nose",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE02.00,"30pre/60post,days","",Aslt_algo_2,,2,read
34453,"Contusion, perineum",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE24000,"30pre/60post,days","",Aslt_algo_2,,2,read
23771,"Contusion, scalp",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE09.00,"30pre/60post,days","",Aslt_algo_2,,2,read
62899,"Contusion, shoulder and upper arm NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE30z00,"30pre/60post,days","",Aslt_algo_2,,2,read
62803,"Contusion, shoulder and upper arm, multiple sites",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE30y00,"30pre/60post,days","",Aslt_algo_2,,2,read
37355,"Contusion, shoulder area",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE30000,"30pre/60post,days","",Aslt_algo_2,,2,read
12069,"Contusion, shoulder or upper arm",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE30.00,"30pre/60post,days","",Aslt_algo_2,,2,read
28015,"Contusion, site NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE4z.00,"30pre/60post,days","",Aslt_algo_2,,2,read
36395,"Contusion, throat",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE07.00,"30pre/60post,days","",Aslt_algo_2,,2,read
8670,"Contusion, thumb",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE33100,"30pre/60post,days","",Aslt_algo_2,,2,read
