medcode,code_orginal,Cause,system
M2589,M2589,Other musculoskeletal disorders,ICD-10
M259,M259,Other musculoskeletal disorders,ICD-10
M2590,M2590,Other musculoskeletal disorders,ICD-10
M2591,M2591,Other musculoskeletal disorders,ICD-10
M2592,M2592,Other musculoskeletal disorders,ICD-10
M2593,M2593,Other musculoskeletal disorders,ICD-10
M2594,M2594,Other musculoskeletal disorders,ICD-10
M2595,M2595,Other musculoskeletal disorders,ICD-10
M2596,M2596,Other musculoskeletal disorders,ICD-10
M2597,M2597,Other musculoskeletal disorders,ICD-10
M2598,M2598,Other musculoskeletal disorders,ICD-10
M2599,M2599,Other musculoskeletal disorders,ICD-10
M30,M30,Other musculoskeletal disorders,ICD-10
M300,M300,Other musculoskeletal disorders,ICD-10
M301,M301,Other musculoskeletal disorders,ICD-10
M302,M302,Other musculoskeletal disorders,ICD-10
M303,M303,Other musculoskeletal disorders,ICD-10
M308,M308,Other musculoskeletal disorders,ICD-10
M31,M31,Other musculoskeletal disorders,ICD-10
M310,M310,Other musculoskeletal disorders,ICD-10
M311,M311,Other musculoskeletal disorders,ICD-10
M312,M312,Other musculoskeletal disorders,ICD-10
M313,M313,Other musculoskeletal disorders,ICD-10
M314,M314,Other musculoskeletal disorders,ICD-10
M315,M315,Other musculoskeletal disorders,ICD-10
M316,M316,Other musculoskeletal disorders,ICD-10
M317,M317,Other musculoskeletal disorders,ICD-10
M318,M318,Other musculoskeletal disorders,ICD-10
M319,M319,Other musculoskeletal disorders,ICD-10
M32,M32,Other musculoskeletal disorders,ICD-10
M320,M320,Other musculoskeletal disorders,ICD-10
M321,M321,Other musculoskeletal disorders,ICD-10
M328,M328,Other musculoskeletal disorders,ICD-10
M329,M329,Other musculoskeletal disorders,ICD-10
M33,M33,Other musculoskeletal disorders,ICD-10
M330,M330,Other musculoskeletal disorders,ICD-10
M331,M331,Other musculoskeletal disorders,ICD-10
M332,M332,Other musculoskeletal disorders,ICD-10
M339,M339,Other musculoskeletal disorders,ICD-10
M34,M34,Other musculoskeletal disorders,ICD-10
M340,M340,Other musculoskeletal disorders,ICD-10
M341,M341,Other musculoskeletal disorders,ICD-10
M342,M342,Other musculoskeletal disorders,ICD-10
M348,M348,Other musculoskeletal disorders,ICD-10
M349,M349,Other musculoskeletal disorders,ICD-10
M35,M35,Other musculoskeletal disorders,ICD-10
M350,M350,Other musculoskeletal disorders,ICD-10
M351,M351,Other musculoskeletal disorders,ICD-10
M352,M352,Other musculoskeletal disorders,ICD-10
M353,M353,Other musculoskeletal disorders,ICD-10
M354,M354,Other musculoskeletal disorders,ICD-10
M355,M355,Other musculoskeletal disorders,ICD-10
M356,M356,Other musculoskeletal disorders,ICD-10
M357,M357,Other musculoskeletal disorders,ICD-10
M358,M358,Other musculoskeletal disorders,ICD-10
M359,M359,Other musculoskeletal disorders,ICD-10
M36,M36,Other musculoskeletal disorders,ICD-10
M360,M360,Other musculoskeletal disorders,ICD-10
M361,M361,Other musculoskeletal disorders,ICD-10
M362,M362,Other musculoskeletal disorders,ICD-10
M363,M363,Other musculoskeletal disorders,ICD-10
M364,M364,Other musculoskeletal disorders,ICD-10
M368,M368,Other musculoskeletal disorders,ICD-10
M40,M40,Other musculoskeletal disorders,ICD-10
M400,M400,Other musculoskeletal disorders,ICD-10
M4000,M4000,Other musculoskeletal disorders,ICD-10
M4001,M4001,Other musculoskeletal disorders,ICD-10
M4002,M4002,Other musculoskeletal disorders,ICD-10
M4003,M4003,Other musculoskeletal disorders,ICD-10
M4004,M4004,Other musculoskeletal disorders,ICD-10
M4005,M4005,Other musculoskeletal disorders,ICD-10
M4006,M4006,Other musculoskeletal disorders,ICD-10
M4007,M4007,Other musculoskeletal disorders,ICD-10
M4008,M4008,Other musculoskeletal disorders,ICD-10
M4009,M4009,Other musculoskeletal disorders,ICD-10
M401,M401,Other musculoskeletal disorders,ICD-10
M4010,M4010,Other musculoskeletal disorders,ICD-10
M4011,M4011,Other musculoskeletal disorders,ICD-10
M4012,M4012,Other musculoskeletal disorders,ICD-10
M4013,M4013,Other musculoskeletal disorders,ICD-10
M4014,M4014,Other musculoskeletal disorders,ICD-10
M4015,M4015,Other musculoskeletal disorders,ICD-10
M4016,M4016,Other musculoskeletal disorders,ICD-10
M4017,M4017,Other musculoskeletal disorders,ICD-10
M4018,M4018,Other musculoskeletal disorders,ICD-10
M4019,M4019,Other musculoskeletal disorders,ICD-10
M402,M402,Other musculoskeletal disorders,ICD-10
M4020,M4020,Other musculoskeletal disorders,ICD-10
M4021,M4021,Other musculoskeletal disorders,ICD-10
M4022,M4022,Other musculoskeletal disorders,ICD-10
M4023,M4023,Other musculoskeletal disorders,ICD-10
M4024,M4024,Other musculoskeletal disorders,ICD-10
M4025,M4025,Other musculoskeletal disorders,ICD-10
M4026,M4026,Other musculoskeletal disorders,ICD-10
M4027,M4027,Other musculoskeletal disorders,ICD-10
M4028,M4028,Other musculoskeletal disorders,ICD-10
M4029,M4029,Other musculoskeletal disorders,ICD-10
M403,M403,Other musculoskeletal disorders,ICD-10
M4030,M4030,Other musculoskeletal disorders,ICD-10
M4031,M4031,Other musculoskeletal disorders,ICD-10
M4032,M4032,Other musculoskeletal disorders,ICD-10
M4033,M4033,Other musculoskeletal disorders,ICD-10
M4034,M4034,Other musculoskeletal disorders,ICD-10
M4035,M4035,Other musculoskeletal disorders,ICD-10
M4036,M4036,Other musculoskeletal disorders,ICD-10
M4037,M4037,Other musculoskeletal disorders,ICD-10
M4038,M4038,Other musculoskeletal disorders,ICD-10
M4039,M4039,Other musculoskeletal disorders,ICD-10
M404,M404,Other musculoskeletal disorders,ICD-10
M4040,M4040,Other musculoskeletal disorders,ICD-10
M4041,M4041,Other musculoskeletal disorders,ICD-10
M4042,M4042,Other musculoskeletal disorders,ICD-10
M4043,M4043,Other musculoskeletal disorders,ICD-10
M4044,M4044,Other musculoskeletal disorders,ICD-10
M4045,M4045,Other musculoskeletal disorders,ICD-10
M4046,M4046,Other musculoskeletal disorders,ICD-10
M4047,M4047,Other musculoskeletal disorders,ICD-10
M4048,M4048,Other musculoskeletal disorders,ICD-10
M4049,M4049,Other musculoskeletal disorders,ICD-10
M405,M405,Other musculoskeletal disorders,ICD-10
M4050,M4050,Other musculoskeletal disorders,ICD-10
M4051,M4051,Other musculoskeletal disorders,ICD-10
M4052,M4052,Other musculoskeletal disorders,ICD-10
M4053,M4053,Other musculoskeletal disorders,ICD-10
M4054,M4054,Other musculoskeletal disorders,ICD-10
M4055,M4055,Other musculoskeletal disorders,ICD-10
M4056,M4056,Other musculoskeletal disorders,ICD-10
M4057,M4057,Other musculoskeletal disorders,ICD-10
M4058,M4058,Other musculoskeletal disorders,ICD-10
M4059,M4059,Other musculoskeletal disorders,ICD-10
M41,M41,Other musculoskeletal disorders,ICD-10
M410,M410,Other musculoskeletal disorders,ICD-10
M4100,M4100,Other musculoskeletal disorders,ICD-10
M4101,M4101,Other musculoskeletal disorders,ICD-10
M4102,M4102,Other musculoskeletal disorders,ICD-10
M4103,M4103,Other musculoskeletal disorders,ICD-10
M4104,M4104,Other musculoskeletal disorders,ICD-10
M4105,M4105,Other musculoskeletal disorders,ICD-10
M4106,M4106,Other musculoskeletal disorders,ICD-10
M4107,M4107,Other musculoskeletal disorders,ICD-10
M4108,M4108,Other musculoskeletal disorders,ICD-10
M4109,M4109,Other musculoskeletal disorders,ICD-10
M411,M411,Other musculoskeletal disorders,ICD-10
M4110,M4110,Other musculoskeletal disorders,ICD-10
M4111,M4111,Other musculoskeletal disorders,ICD-10
M4112,M4112,Other musculoskeletal disorders,ICD-10
M4113,M4113,Other musculoskeletal disorders,ICD-10
M4114,M4114,Other musculoskeletal disorders,ICD-10
M4115,M4115,Other musculoskeletal disorders,ICD-10
M4116,M4116,Other musculoskeletal disorders,ICD-10
M4117,M4117,Other musculoskeletal disorders,ICD-10
M4118,M4118,Other musculoskeletal disorders,ICD-10
M4119,M4119,Other musculoskeletal disorders,ICD-10
M412,M412,Other musculoskeletal disorders,ICD-10
M4120,M4120,Other musculoskeletal disorders,ICD-10
M4121,M4121,Other musculoskeletal disorders,ICD-10
M4122,M4122,Other musculoskeletal disorders,ICD-10
M4123,M4123,Other musculoskeletal disorders,ICD-10
M4124,M4124,Other musculoskeletal disorders,ICD-10
M4125,M4125,Other musculoskeletal disorders,ICD-10
M4126,M4126,Other musculoskeletal disorders,ICD-10
M4127,M4127,Other musculoskeletal disorders,ICD-10
M4128,M4128,Other musculoskeletal disorders,ICD-10
M4129,M4129,Other musculoskeletal disorders,ICD-10
M413,M413,Other musculoskeletal disorders,ICD-10
M4130,M4130,Other musculoskeletal disorders,ICD-10
M4133,M4133,Other musculoskeletal disorders,ICD-10
M4134,M4134,Other musculoskeletal disorders,ICD-10
M4135,M4135,Other musculoskeletal disorders,ICD-10
M414,M414,Other musculoskeletal disorders,ICD-10
M4140,M4140,Other musculoskeletal disorders,ICD-10
M4141,M4141,Other musculoskeletal disorders,ICD-10
M4142,M4142,Other musculoskeletal disorders,ICD-10
M4143,M4143,Other musculoskeletal disorders,ICD-10
M4144,M4144,Other musculoskeletal disorders,ICD-10
M4145,M4145,Other musculoskeletal disorders,ICD-10
M4146,M4146,Other musculoskeletal disorders,ICD-10
M4147,M4147,Other musculoskeletal disorders,ICD-10
M4148,M4148,Other musculoskeletal disorders,ICD-10
M4149,M4149,Other musculoskeletal disorders,ICD-10
M415,M415,Other musculoskeletal disorders,ICD-10
M4150,M4150,Other musculoskeletal disorders,ICD-10
M4151,M4151,Other musculoskeletal disorders,ICD-10
M4152,M4152,Other musculoskeletal disorders,ICD-10
M4153,M4153,Other musculoskeletal disorders,ICD-10
M4154,M4154,Other musculoskeletal disorders,ICD-10
M4155,M4155,Other musculoskeletal disorders,ICD-10
M4156,M4156,Other musculoskeletal disorders,ICD-10
M4157,M4157,Other musculoskeletal disorders,ICD-10
M4158,M4158,Other musculoskeletal disorders,ICD-10
M4159,M4159,Other musculoskeletal disorders,ICD-10
M418,M418,Other musculoskeletal disorders,ICD-10
M4180,M4180,Other musculoskeletal disorders,ICD-10
M4181,M4181,Other musculoskeletal disorders,ICD-10
M4182,M4182,Other musculoskeletal disorders,ICD-10
M4183,M4183,Other musculoskeletal disorders,ICD-10
M4184,M4184,Other musculoskeletal disorders,ICD-10
M4185,M4185,Other musculoskeletal disorders,ICD-10
M4186,M4186,Other musculoskeletal disorders,ICD-10
M4187,M4187,Other musculoskeletal disorders,ICD-10
M4188,M4188,Other musculoskeletal disorders,ICD-10
M4189,M4189,Other musculoskeletal disorders,ICD-10
M419,M419,Other musculoskeletal disorders,ICD-10
M4190,M4190,Other musculoskeletal disorders,ICD-10
M4191,M4191,Other musculoskeletal disorders,ICD-10
M4192,M4192,Other musculoskeletal disorders,ICD-10
M4193,M4193,Other musculoskeletal disorders,ICD-10
M4194,M4194,Other musculoskeletal disorders,ICD-10
M4195,M4195,Other musculoskeletal disorders,ICD-10
M4196,M4196,Other musculoskeletal disorders,ICD-10
M4197,M4197,Other musculoskeletal disorders,ICD-10
M4198,M4198,Other musculoskeletal disorders,ICD-10
M4199,M4199,Other musculoskeletal disorders,ICD-10
M42,M42,Other musculoskeletal disorders,ICD-10
M420,M420,Other musculoskeletal disorders,ICD-10
M4200,M4200,Other musculoskeletal disorders,ICD-10
M4201,M4201,Other musculoskeletal disorders,ICD-10
M4202,M4202,Other musculoskeletal disorders,ICD-10
M4203,M4203,Other musculoskeletal disorders,ICD-10
M4204,M4204,Other musculoskeletal disorders,ICD-10
M4205,M4205,Other musculoskeletal disorders,ICD-10
M4206,M4206,Other musculoskeletal disorders,ICD-10
M4207,M4207,Other musculoskeletal disorders,ICD-10
M4208,M4208,Other musculoskeletal disorders,ICD-10
M4209,M4209,Other musculoskeletal disorders,ICD-10
M421,M421,Other musculoskeletal disorders,ICD-10
M4210,M4210,Other musculoskeletal disorders,ICD-10
M4211,M4211,Other musculoskeletal disorders,ICD-10
M4212,M4212,Other musculoskeletal disorders,ICD-10
M4213,M4213,Other musculoskeletal disorders,ICD-10
M4214,M4214,Other musculoskeletal disorders,ICD-10
M4215,M4215,Other musculoskeletal disorders,ICD-10
M4216,M4216,Other musculoskeletal disorders,ICD-10
M4217,M4217,Other musculoskeletal disorders,ICD-10
M4218,M4218,Other musculoskeletal disorders,ICD-10
M4219,M4219,Other musculoskeletal disorders,ICD-10
M429,M429,Other musculoskeletal disorders,ICD-10
M4290,M4290,Other musculoskeletal disorders,ICD-10
M4291,M4291,Other musculoskeletal disorders,ICD-10
M4292,M4292,Other musculoskeletal disorders,ICD-10
M4293,M4293,Other musculoskeletal disorders,ICD-10
M4294,M4294,Other musculoskeletal disorders,ICD-10
M4295,M4295,Other musculoskeletal disorders,ICD-10
M4296,M4296,Other musculoskeletal disorders,ICD-10
M4297,M4297,Other musculoskeletal disorders,ICD-10
M4298,M4298,Other musculoskeletal disorders,ICD-10
M4299,M4299,Other musculoskeletal disorders,ICD-10
M43,M43,Other musculoskeletal disorders,ICD-10
M430,M430,Other musculoskeletal disorders,ICD-10
M4300,M4300,Other musculoskeletal disorders,ICD-10
M4301,M4301,Other musculoskeletal disorders,ICD-10
M4302,M4302,Other musculoskeletal disorders,ICD-10
M4303,M4303,Other musculoskeletal disorders,ICD-10
M4304,M4304,Other musculoskeletal disorders,ICD-10
M4305,M4305,Other musculoskeletal disorders,ICD-10
M4306,M4306,Other musculoskeletal disorders,ICD-10
M4307,M4307,Other musculoskeletal disorders,ICD-10
M4308,M4308,Other musculoskeletal disorders,ICD-10
M4309,M4309,Other musculoskeletal disorders,ICD-10
M431,M431,Other musculoskeletal disorders,ICD-10
M4310,M4310,Other musculoskeletal disorders,ICD-10
M4311,M4311,Other musculoskeletal disorders,ICD-10
M4312,M4312,Other musculoskeletal disorders,ICD-10
M4313,M4313,Other musculoskeletal disorders,ICD-10
M4314,M4314,Other musculoskeletal disorders,ICD-10
M4315,M4315,Other musculoskeletal disorders,ICD-10
M4316,M4316,Other musculoskeletal disorders,ICD-10
M4317,M4317,Other musculoskeletal disorders,ICD-10
M4318,M4318,Other musculoskeletal disorders,ICD-10
M4319,M4319,Other musculoskeletal disorders,ICD-10
M432,M432,Other musculoskeletal disorders,ICD-10
M4320,M4320,Other musculoskeletal disorders,ICD-10
M4321,M4321,Other musculoskeletal disorders,ICD-10
M4322,M4322,Other musculoskeletal disorders,ICD-10
M4323,M4323,Other musculoskeletal disorders,ICD-10
M4324,M4324,Other musculoskeletal disorders,ICD-10
M4325,M4325,Other musculoskeletal disorders,ICD-10
M4326,M4326,Other musculoskeletal disorders,ICD-10
M4327,M4327,Other musculoskeletal disorders,ICD-10
M4328,M4328,Other musculoskeletal disorders,ICD-10
M4329,M4329,Other musculoskeletal disorders,ICD-10
M433,M433,Other musculoskeletal disorders,ICD-10
M4330,M4330,Other musculoskeletal disorders,ICD-10
M4331,M4331,Other musculoskeletal disorders,ICD-10
M4332,M4332,Other musculoskeletal disorders,ICD-10
M4333,M4333,Other musculoskeletal disorders,ICD-10
M4334,M4334,Other musculoskeletal disorders,ICD-10
M4335,M4335,Other musculoskeletal disorders,ICD-10
M4336,M4336,Other musculoskeletal disorders,ICD-10
M4337,M4337,Other musculoskeletal disorders,ICD-10
M4338,M4338,Other musculoskeletal disorders,ICD-10
M4339,M4339,Other musculoskeletal disorders,ICD-10
M434,M434,Other musculoskeletal disorders,ICD-10
M435,M435,Other musculoskeletal disorders,ICD-10
M4350,M4350,Other musculoskeletal disorders,ICD-10
M4352,M4352,Other musculoskeletal disorders,ICD-10
M4353,M4353,Other musculoskeletal disorders,ICD-10
M4354,M4354,Other musculoskeletal disorders,ICD-10
M4355,M4355,Other musculoskeletal disorders,ICD-10
M4356,M4356,Other musculoskeletal disorders,ICD-10
M4357,M4357,Other musculoskeletal disorders,ICD-10
M4358,M4358,Other musculoskeletal disorders,ICD-10
M4359,M4359,Other musculoskeletal disorders,ICD-10
M436,M436,Other musculoskeletal disorders,ICD-10
M438,M438,Other musculoskeletal disorders,ICD-10
M4380,M4380,Other musculoskeletal disorders,ICD-10
M4381,M4381,Other musculoskeletal disorders,ICD-10
M4382,M4382,Other musculoskeletal disorders,ICD-10
M4383,M4383,Other musculoskeletal disorders,ICD-10
M4384,M4384,Other musculoskeletal disorders,ICD-10
M4385,M4385,Other musculoskeletal disorders,ICD-10
M4386,M4386,Other musculoskeletal disorders,ICD-10
M4387,M4387,Other musculoskeletal disorders,ICD-10
M4388,M4388,Other musculoskeletal disorders,ICD-10
M4389,M4389,Other musculoskeletal disorders,ICD-10
M439,M439,Other musculoskeletal disorders,ICD-10
M4390,M4390,Other musculoskeletal disorders,ICD-10
M4391,M4391,Other musculoskeletal disorders,ICD-10
M4392,M4392,Other musculoskeletal disorders,ICD-10
M4393,M4393,Other musculoskeletal disorders,ICD-10
M4394,M4394,Other musculoskeletal disorders,ICD-10
M4395,M4395,Other musculoskeletal disorders,ICD-10
M4396,M4396,Other musculoskeletal disorders,ICD-10
M4397,M4397,Other musculoskeletal disorders,ICD-10
M4398,M4398,Other musculoskeletal disorders,ICD-10
M4399,M4399,Other musculoskeletal disorders,ICD-10
M45X,M45X,Other musculoskeletal disorders,ICD-10
M45X0,M45X0,Other musculoskeletal disorders,ICD-10
M45X1,M45X1,Other musculoskeletal disorders,ICD-10
M45X2,M45X2,Other musculoskeletal disorders,ICD-10
M45X3,M45X3,Other musculoskeletal disorders,ICD-10
M45X4,M45X4,Other musculoskeletal disorders,ICD-10
M45X5,M45X5,Other musculoskeletal disorders,ICD-10
M45X6,M45X6,Other musculoskeletal disorders,ICD-10
M45X7,M45X7,Other musculoskeletal disorders,ICD-10
M45X8,M45X8,Other musculoskeletal disorders,ICD-10
M45X9,M45X9,Other musculoskeletal disorders,ICD-10
M46,M46,Other musculoskeletal disorders,ICD-10
M460,M460,Other musculoskeletal disorders,ICD-10
M4600,M4600,Other musculoskeletal disorders,ICD-10
M4601,M4601,Other musculoskeletal disorders,ICD-10
M4602,M4602,Other musculoskeletal disorders,ICD-10
M4603,M4603,Other musculoskeletal disorders,ICD-10
M4604,M4604,Other musculoskeletal disorders,ICD-10
M4605,M4605,Other musculoskeletal disorders,ICD-10
M4606,M4606,Other musculoskeletal disorders,ICD-10
M4607,M4607,Other musculoskeletal disorders,ICD-10
M4608,M4608,Other musculoskeletal disorders,ICD-10
M4609,M4609,Other musculoskeletal disorders,ICD-10
M461,M461,Other musculoskeletal disorders,ICD-10
M462,M462,Other musculoskeletal disorders,ICD-10
M4620,M4620,Other musculoskeletal disorders,ICD-10
M4621,M4621,Other musculoskeletal disorders,ICD-10
M4622,M4622,Other musculoskeletal disorders,ICD-10
M4623,M4623,Other musculoskeletal disorders,ICD-10
M4624,M4624,Other musculoskeletal disorders,ICD-10
M4625,M4625,Other musculoskeletal disorders,ICD-10
M4626,M4626,Other musculoskeletal disorders,ICD-10
M4627,M4627,Other musculoskeletal disorders,ICD-10
M4628,M4628,Other musculoskeletal disorders,ICD-10
M4629,M4629,Other musculoskeletal disorders,ICD-10
M463,M463,Other musculoskeletal disorders,ICD-10
M4630,M4630,Other musculoskeletal disorders,ICD-10
M4631,M4631,Other musculoskeletal disorders,ICD-10
M4632,M4632,Other musculoskeletal disorders,ICD-10
M4633,M4633,Other musculoskeletal disorders,ICD-10
M4634,M4634,Other musculoskeletal disorders,ICD-10
M4635,M4635,Other musculoskeletal disorders,ICD-10
M4636,M4636,Other musculoskeletal disorders,ICD-10
M4637,M4637,Other musculoskeletal disorders,ICD-10
M4638,M4638,Other musculoskeletal disorders,ICD-10
M4639,M4639,Other musculoskeletal disorders,ICD-10
M464,M464,Other musculoskeletal disorders,ICD-10
M4640,M4640,Other musculoskeletal disorders,ICD-10
M4641,M4641,Other musculoskeletal disorders,ICD-10
M4642,M4642,Other musculoskeletal disorders,ICD-10
M4643,M4643,Other musculoskeletal disorders,ICD-10
M4644,M4644,Other musculoskeletal disorders,ICD-10
M4645,M4645,Other musculoskeletal disorders,ICD-10
M4646,M4646,Other musculoskeletal disorders,ICD-10
M4647,M4647,Other musculoskeletal disorders,ICD-10
M4648,M4648,Other musculoskeletal disorders,ICD-10
M4649,M4649,Other musculoskeletal disorders,ICD-10
M465,M465,Other musculoskeletal disorders,ICD-10
M4650,M4650,Other musculoskeletal disorders,ICD-10
M4651,M4651,Other musculoskeletal disorders,ICD-10
M4652,M4652,Other musculoskeletal disorders,ICD-10
M4653,M4653,Other musculoskeletal disorders,ICD-10
M4654,M4654,Other musculoskeletal disorders,ICD-10
M4655,M4655,Other musculoskeletal disorders,ICD-10
M4656,M4656,Other musculoskeletal disorders,ICD-10
M4657,M4657,Other musculoskeletal disorders,ICD-10
M4658,M4658,Other musculoskeletal disorders,ICD-10
M4659,M4659,Other musculoskeletal disorders,ICD-10
M468,M468,Other musculoskeletal disorders,ICD-10
M4680,M4680,Other musculoskeletal disorders,ICD-10
M4681,M4681,Other musculoskeletal disorders,ICD-10
M4682,M4682,Other musculoskeletal disorders,ICD-10
M4683,M4683,Other musculoskeletal disorders,ICD-10
M4684,M4684,Other musculoskeletal disorders,ICD-10
M4685,M4685,Other musculoskeletal disorders,ICD-10
M4686,M4686,Other musculoskeletal disorders,ICD-10
M4687,M4687,Other musculoskeletal disorders,ICD-10
M4688,M4688,Other musculoskeletal disorders,ICD-10
M4689,M4689,Other musculoskeletal disorders,ICD-10
M469,M469,Other musculoskeletal disorders,ICD-10
M4690,M4690,Other musculoskeletal disorders,ICD-10
M4691,M4691,Other musculoskeletal disorders,ICD-10
M4692,M4692,Other musculoskeletal disorders,ICD-10
M4693,M4693,Other musculoskeletal disorders,ICD-10
M4694,M4694,Other musculoskeletal disorders,ICD-10
M4695,M4695,Other musculoskeletal disorders,ICD-10
M4696,M4696,Other musculoskeletal disorders,ICD-10
M4697,M4697,Other musculoskeletal disorders,ICD-10
M4698,M4698,Other musculoskeletal disorders,ICD-10
M4699,M4699,Other musculoskeletal disorders,ICD-10
M47,M47,Other musculoskeletal disorders,ICD-10
M470,M470,Other musculoskeletal disorders,ICD-10
M4700,M4700,Other musculoskeletal disorders,ICD-10
M4704,M4704,Other musculoskeletal disorders,ICD-10
M4704,M4704,Other musculoskeletal disorders,ICD-10
M4705,M4705,Other musculoskeletal disorders,ICD-10
M471,M471,Other musculoskeletal disorders,ICD-10
M4710,M4710,Other musculoskeletal disorders,ICD-10
M472,M472,Other musculoskeletal disorders,ICD-10
M4720,M4720,Other musculoskeletal disorders,ICD-10
M4789,M4789,Other musculoskeletal disorders,ICD-10
M478,M478,Other musculoskeletal disorders,ICD-10
M4780,M4780,Other musculoskeletal disorders,ICD-10
M479,M479,Other musculoskeletal disorders,ICD-10
M4790,M4790,Other musculoskeletal disorders,ICD-10
M4794,M4794,Other musculoskeletal disorders,ICD-10
M4799,M4799,Other musculoskeletal disorders,ICD-10
M48,M48,Other musculoskeletal disorders,ICD-10
M480,M480,Other musculoskeletal disorders,ICD-10
M4800,M4800,Other musculoskeletal disorders,ICD-10
M4804,M4804,Other musculoskeletal disorders,ICD-10
M481,M481,Other musculoskeletal disorders,ICD-10
M4810,M4810,Other musculoskeletal disorders,ICD-10
M4811,M4811,Other musculoskeletal disorders,ICD-10
M482,M482,Other musculoskeletal disorders,ICD-10
M4820,M4820,Other musculoskeletal disorders,ICD-10
M484,M484,Other musculoskeletal disorders,ICD-10
M4840,M4840,Other musculoskeletal disorders,ICD-10
M485,M485,Other musculoskeletal disorders,ICD-10
M4850,M4850,Other musculoskeletal disorders,ICD-10
M488,M488,Other musculoskeletal disorders,ICD-10
M4880,M4880,Other musculoskeletal disorders,ICD-10
M4881,M4881,Other musculoskeletal disorders,ICD-10
M4882,M4882,Other musculoskeletal disorders,ICD-10
M4883,M4883,Other musculoskeletal disorders,ICD-10
M4884,M4884,Other musculoskeletal disorders,ICD-10
M4885,M4885,Other musculoskeletal disorders,ICD-10
M4886,M4886,Other musculoskeletal disorders,ICD-10
M4887,M4887,Other musculoskeletal disorders,ICD-10
M4888,M4888,Other musculoskeletal disorders,ICD-10
M4889,M4889,Other musculoskeletal disorders,ICD-10
M489,M489,Other musculoskeletal disorders,ICD-10
M4890,M4890,Other musculoskeletal disorders,ICD-10
M4891,M4891,Other musculoskeletal disorders,ICD-10
M4892,M4892,Other musculoskeletal disorders,ICD-10
M4893,M4893,Other musculoskeletal disorders,ICD-10
M4894,M4894,Other musculoskeletal disorders,ICD-10
M4895,M4895,Other musculoskeletal disorders,ICD-10
M4896,M4896,Other musculoskeletal disorders,ICD-10
M4897,M4897,Other musculoskeletal disorders,ICD-10
M4898,M4898,Other musculoskeletal disorders,ICD-10
M4899,M4899,Other musculoskeletal disorders,ICD-10
M49,M49,Other musculoskeletal disorders,ICD-10
M490,M490,Other musculoskeletal disorders,ICD-10
M4900,M4900,Other musculoskeletal disorders,ICD-10
M4901,M4901,Other musculoskeletal disorders,ICD-10
M4902,M4902,Other musculoskeletal disorders,ICD-10
M4903,M4903,Other musculoskeletal disorders,ICD-10
M4904,M4904,Other musculoskeletal disorders,ICD-10
M4905,M4905,Other musculoskeletal disorders,ICD-10
M4906,M4906,Other musculoskeletal disorders,ICD-10
M4907,M4907,Other musculoskeletal disorders,ICD-10
M4908,M4908,Other musculoskeletal disorders,ICD-10
M4909,M4909,Other musculoskeletal disorders,ICD-10
M491,M491,Other musculoskeletal disorders,ICD-10
M492,M492,Other musculoskeletal disorders,ICD-10
M4920,M4920,Other musculoskeletal disorders,ICD-10
M4921,M4921,Other musculoskeletal disorders,ICD-10
M4922,M4922,Other musculoskeletal disorders,ICD-10
M4923,M4923,Other musculoskeletal disorders,ICD-10
M4924,M4924,Other musculoskeletal disorders,ICD-10
M4925,M4925,Other musculoskeletal disorders,ICD-10
M4926,M4926,Other musculoskeletal disorders,ICD-10
M4927,M4927,Other musculoskeletal disorders,ICD-10
M4928,M4928,Other musculoskeletal disorders,ICD-10
M4929,M4929,Other musculoskeletal disorders,ICD-10
M493,M493,Other musculoskeletal disorders,ICD-10
M4930,M4930,Other musculoskeletal disorders,ICD-10
M4931,M4931,Other musculoskeletal disorders,ICD-10
M4932,M4932,Other musculoskeletal disorders,ICD-10
M4933,M4933,Other musculoskeletal disorders,ICD-10
M4934,M4934,Other musculoskeletal disorders,ICD-10
M4935,M4935,Other musculoskeletal disorders,ICD-10
M4936,M4936,Other musculoskeletal disorders,ICD-10
M4937,M4937,Other musculoskeletal disorders,ICD-10
M4938,M4938,Other musculoskeletal disorders,ICD-10
M4939,M4939,Other musculoskeletal disorders,ICD-10
M494,M494,Other musculoskeletal disorders,ICD-10
M4940,M4940,Other musculoskeletal disorders,ICD-10
M4941,M4941,Other musculoskeletal disorders,ICD-10
M4942,M4942,Other musculoskeletal disorders,ICD-10
M4943,M4943,Other musculoskeletal disorders,ICD-10
M4944,M4944,Other musculoskeletal disorders,ICD-10
M4945,M4945,Other musculoskeletal disorders,ICD-10
M4946,M4946,Other musculoskeletal disorders,ICD-10
M4947,M4947,Other musculoskeletal disorders,ICD-10
M4948,M4948,Other musculoskeletal disorders,ICD-10
M4949,M4949,Other musculoskeletal disorders,ICD-10
M495,M495,Other musculoskeletal disorders,ICD-10
M4950,M4950,Other musculoskeletal disorders,ICD-10
M4951,M4951,Other musculoskeletal disorders,ICD-10
M4952,M4952,Other musculoskeletal disorders,ICD-10
M4953,M4953,Other musculoskeletal disorders,ICD-10
M4954,M4954,Other musculoskeletal disorders,ICD-10
M4955,M4955,Other musculoskeletal disorders,ICD-10
M4956,M4956,Other musculoskeletal disorders,ICD-10
M4957,M4957,Other musculoskeletal disorders,ICD-10
M4958,M4958,Other musculoskeletal disorders,ICD-10
M4959,M4959,Other musculoskeletal disorders,ICD-10
