Code_ready_CPRDGOLD_HES_ONS,Coding_term,ACE_indicator_code,ACE_indicator_specific,ACE_indicator_1,ACE_indicator_2,ACE_domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
66744,Accidental poisoning by tranquillisers NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T83z.00,Severe,"","","",2,read
60985,Drug dependence home detoxification contraindicated,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8I2N.00,Severe,"","","",2,read
52712,[X]Int self poison/exposure to narcotic drug at home,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U205000,Severe,"","","",2,read
64308,[X]Men/behav dis due to use cannabinoids: oth men/behav disd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu12y00,Severe,"","","",2,read
50136,[X]Mental & behav dis due vol solvents: acute intoxication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu18000,Severe,"","","",2,read
52815,[X]Mental and behav dis due to vol solvents: dependence synd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu18200,Severe,"","","",2,read
57574,[X]Mnt/bh dis due cannabinds: resid & late-onset psychot dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu12700,Severe,"","","",2,read
67876,Accidental poisoning by other sedatives and hypnotics OS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T82y.00,Severe,"","","",2,read
53678,"Combined drug dependence, excluding opioid, continuous",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E249100,Severe,"","","",2,read
109730,Drug addiction maintenance therapy - naltrexone,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8B23000,Severe,"","","",2,read
64430,Fetus/neonate affected-plac./breast transfer addictive drug,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Q007C00,Severe,"","","",2,read
72893,Unspecified opium poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL50000,Severe,"","","",2,read
57414,[X]Accident poisoning/exposure to psychotropic drug,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U1A4.00,Severe,"","","",2,read
72712,[X]Ment/behav dis due to use oth stims inc caff: harmful use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu15100,Severe,"","","",2,read
92359,H/O weekly ecstasy misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T21.00,Severe,"","","",2,read
52739,[X]Men & behav dis due to use opioids: oth men & behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11y00,Severe,"","","",2,read
62013,Accidental poisoning- benzodiazepine-based tranquilliser NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T832z00,Severe,"","","",2,read
101377,H/O weekly opiate misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1TD1.00,Severe,"","","",2,read
65229,[X]Accident poisoning/exposure to hallucinogen,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U1A6.00,Severe,"","","",2,read
60420,[X]Ment behav dis due use crack cocaine: acute intoxication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu1A000,Severe,"","","",2,read
69138,[X]Mental & behav dis due to seds/hypntcs: psychotic disordr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu13500,Severe,"","","",2,read
59163,[X]Mnt/bh dis oth stm inc caffne resid/late-onset psycht dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu15700,Severe,"","","",2,read
102440,Amfetamine or psychostimulant dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E244z11,Severe,"","","",2,read
102176,Amphetamine poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL97011,Severe,"","","",2,read
55767,Drug induced myelopathy,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,F16y000,Severe,"","","",2,read
105910,Drug-induced acute pancreatitis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,J670900,Severe,"","","",2,read
93774,H/O weekly benzodiazepine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T31.00,Severe,"","","",2,read
68150,Hallucinogen dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E245z00,Severe,"","","",2,read
73448,"Hallucinogen dependence, episodic",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E245200,Severe,"","","",2,read
72564,"Other specified drug dependence, episodic",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E247200,Severe,"","","",2,read
49557,Psychotropic agent poisoning NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL9z.00,Severe,"","","",2,read
103726,Shares drug equipment,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1V35.00,Severe,"","","",2,read
27652,[X]Men & beh dis due opioids: resid & late-onset psychot dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11700,Severe,"","","",2,read
92291,[X]Ment/behav dis due use hallucinogens: unsp ment/behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu16z00,Severe,"","","",2,read
71761,CAAP - Cocaine abuse assessment profile,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,ZR3Z.11,Severe,"","","",2,read
72342,"Combined drug dependence, excluding opioid, NOS",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E249z00,Severe,"","","",2,read
91260,"Combined drug dependence, excluding opioid, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E249000,Severe,"","","",2,read
92353,"Hallucinogen dependence, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E245000,Severe,"","","",2,read
72371,Lysergic acid diethylamide dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E245.12,Severe,"","","",2,read
93009,[X]Men/beh dis mlt drg use/oth psy sbs: oth men & behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu19y00,Severe,"","","",2,read
65826,[X]Mental and behav dis due to hallucinogens: dependence syn,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu16200,Severe,"","","",2,read
97561,[X]Mental and behav dis due to use cannabinoids: amnesic syn,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu12600,Severe,"","","",2,read
102582,[X]Mental behav disorders due use crack cocaine: depend synd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu1A200,Severe,"","","",2,read
94725,[X]Overdose - amobarbital,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U202.18,Severe,"","","",2,read
99842,Accidental poisoning by opium,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T802300,Severe,"","","",2,read
109077,"Amfetamine or psychostimulant dependence, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E244011,Severe,"","","",2,read
62717,"Combined drug dependence, excluding opioid, episodic",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E249200,Severe,"","","",2,read
53307,Drug induced methaemoglobinaemia,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,D417300,Severe,"","","",2,read
98362,Drug misuse assessment declined - enhanced services administ,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9kS..00,Severe,"","","",2,read
95380,H/O daily ecstasy misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T20.00,Severe,"","","",2,read
71086,"Hallucinogen dependence, continuous",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E245100,Severe,"","","",2,read
68796,Hypnotic poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL7..11,Severe,"","","",2,read
96009,Substance misuse treatment declined,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9HC6.00,Severe,"","","",2,read
97488,[X]Men & behav dis due opioid: withdrawl state with delirium,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11400,Severe,"","","",2,read
56179,[X]Mental and behav dis due hallucinogens: withdrawal state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu16300,Severe,"","","",2,read
55566,"[X]Poisoning by other analgesics, not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SyuFA00,Severe,"","","",2,read
108575,[X]Poisoning by other opioids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SyuFB00,Severe,"","","",2,read
63420,Accidental poisoning by other tranquillisers,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T83y.00,Severe,"","","",2,read
66791,Accidental poisoning by psychotropic agents NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T84z.00,Severe,"","","",2,read
107084,Accidental poisoning by tear gas,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T993.00,Severe,"","","",2,read
93528,H/O daily major tranquilliser misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1TB0.00,Severe,"","","",2,read
70578,Hallucinogen dependence in remission,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E245300,Severe,"","","",2,read
23712,Hemp dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E243.12,Severe,"","","",2,read
98763,SMR25a drug misuse initial assessment form,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9K4..00,Severe,"","","",2,read
105789,[D]Drug-induced fever,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,R006400,Severe,"","","",2,read
65845,[X]Accident poisoning by and exposure to amphetamine - home,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U1AD000,Severe,"","","",2,read
99011,[X]Intent self poison psychotropic drug at res institut,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U204100,Severe,"","","",2,read
91577,[X]Ment behav dis due crack cocaine: unsp ment and behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu1Az00,Severe,"","","",2,read
56650,[X]Ment/beh dis oth stims inc caffeine: unsp ment/behav disd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu15z00,Severe,"","","",2,read
101738,[X]Mental behav disord due crack cocaine: withdrawal state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu1A300,Severe,"","","",2,read
105346,[X]Mnt/bh dis due hallucngns: resid & late-onset psychot dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu16700,Severe,"","","",2,read
105104,Chases the dragon,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1V0A.00,Severe,"","","",2,read
52451,Combined opioid with other drug dependence in remission,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E248300,Severe,"","","",2,read
109966,Drug addiction maintenance therapy - lofexidine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8B23100,Severe,"","","",2,read
63379,Drug dependence during pregnancy - baby delivered,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,L183100,Severe,"","","",2,read
96004,Drug dependence during pregnancy/childbirth/puerperium NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,L183z00,Severe,"","","",2,read
103881,H/O daily anti-depressant misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1TC0.00,Severe,"","","",2,read
110232,On substance misuse programme,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9HCC.00,Severe,"","","",2,read
64500,Pregnancy and drug dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,L183.11,Severe,"","","",2,read
37883,Psilocybin poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL96400,Severe,"","","",2,read
97811,Sharing of drug injecting equipment,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1V38.00,Severe,"","","",2,read
110260,Substance misuse monitoring 6 month review,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9HCA.00,Severe,"","","",2,read
101571,SUDDS - Substance use disorder diagnostic schedule,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,ZRl..11,Severe,"","","",2,read
107854,Urine cocaine positive,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,46QA100,Severe,"","","",2,read
109871,[X] Adverse reaction to cocaine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U606312,Severe,"","","",2,read
95849,[X]Accid poison/expos to narcotic drug unspecif place,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U1A5z00,Severe,"","","",2,read
102591,[X]Men & beh dis due cocaine: resid & late-onset psychot dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu14700,Severe,"","","",2,read
111865,[X]Men/behav dis due to use hallucinogens: oth men/behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu16y00,Severe,"","","",2,read
49068,[X]Ment/behav dis due use vol solvents: unsp ment/behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu18z00,Severe,"","","",2,read
98618,[X]Mental & behav dis due to vol solvents: psychotic disordr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu18500,Severe,"","","",2,read
67491,[X]Mental and behav dis due to use hallucinogens: harmfl use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu16100,Severe,"","","",2,read
103991,[X]Mental and behav dis due to use opioids: amnesic syndrome,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11600,Severe,"","","",2,read
65950,[X]Mnt/bh dis mlti drg use/oth psy sbs: wthdr state + dlrium,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu19400,Severe,"","","",2,read
111420,[X]Overdose - flurazepam,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U202.14,Severe,"","","",2,read
67717,[X]Pois/exp ?intent to hallucinogen other spec place,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U406y00,Severe,"","","",2,read
70900,"Combined drug dependence, excluding opioid, in remission",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E249300,Severe,"","","",2,read
102534,Dexamphetamine maintenance,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Z1Q6300,Severe,"","","",2,read
69963,Drug addict re-notific due,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9G22.00,Severe,"","","",2,read
56697,Fetus and newborn afect by mat use of nutritional chem subs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Q041.00,Severe,"","","",2,read
100578,Fetus with drug damage with antenatal problem,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,L255200,Severe,"","","",2,read
99010,Hallucinogen poisoning NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL96z00,Severe,"","","",2,read
100935,Health problem secondary to drug misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1V0E.00,Severe,"","","",2,read
95460,Heroin maintenance,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Z1Q6214,Severe,"","","",2,read
94242,"Injury ?accidental, poisoning by liquid petrol gas",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,TN11.00,Severe,"","","",2,read
110312,Irresistible craving for drugs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1P64.00,Severe,"","","",2,read
101697,Notified addict,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1V07.00,Severe,"","","",2,read
62106,[X]Men & beh dis vol solvents: withdrawal state wth delirium,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu18400,Severe,"","","",2,read
102475,[X]Mental behav disord due crack cocaine: psychotic disorder,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu1A500,Severe,"","","",2,read
106958,[X]Mental/behav dis multi drg use/oth psy sbs: amnesic syndr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu19600,Severe,"","","",2,read
109265,Urine cocaine concentration,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,46QA200,Severe,"","","",2,read
1588,Misuse of drugs NOS,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E25z.00,Moderate,"","","",2,read
8490,Drug user,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,13c..00,Moderate,"","","",2,read
3635,Nondependent cannabis abuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E252.00,Moderate,"","","",2,read
93412,Substance misuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,13cM.00,Moderate,"","","",2,read
21670,Health ed.- drugs of addiction,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,679A.00,Moderate,"","","",2,read
78442,H/O cannabis misuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1T8..00,Moderate,"","","",2,read
3565,Suspected drug abuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1J1..00,Moderate,"","","",2,read
6988,[V]Drug use,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,ZV4K100,Moderate,"","","",2,read
7747,Nondependent abuse of drugs,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E25..00,Moderate,"","","",2,read
21662,[X]Drug addiction - cannabis,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,Eu12211,Moderate,"","","",2,read
22675,H/O: recreational drug use,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,146E.00,Moderate,"","","",2,read
34115,Lifestyle advice regarding drug misuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,67H3.00,Moderate,"","","",2,read
9151,Drugs of abuse screening,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,68U..00,Moderate,if_linked_to_referral,1,"",2,read
59961,Drugs,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,7Q...00,Moderate,"","","",2,read
30094,Advice on drugs of addiction,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,ZG23200,Moderate,"","","",2,read
30251,Intravenous drug user,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,13c1.00,Moderate,"","","",2,read
19478,Drug induced parkinsonism,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,F121.11,Moderate,"","","",2,read
85956,History of substance misuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1T...00,Moderate,"","","",2,read
10860,Nondependent cocaine abuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E256.00,Moderate,"","","",2,read
97025,Drug misuse behaviour,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1V...00,Moderate,"","","",2,read
97028,Illicit drug use,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1V64.00,Moderate,"","","",2,read
25925,Prolonged high dose use of cannabis,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,13cE.00,Moderate,"","","",2,read
6107,Suspected abuse soft drugs,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1J10.00,Moderate,"","","",2,read
19351,Advice to stop taking a drug,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,ZGB6611,Moderate,"","","",2,read
5203,Glue sniffing dependence,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E246.00,Moderate,"","","",2,read
26831,Nondependent opioid abuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E255.00,Moderate,"","","",2,read
90879,Christo inventory for substance-misuse services score,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,388k.00,Moderate,"","","",2,read
32709,Previously injecting drug user,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,13cJ.00,Moderate,"","","",2,read
25175,Misuse of prescription only drugs,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E259400,Moderate,"","","",2,read
102572,Substance misuse assessment,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,38C3.00,Moderate,"","","",2,read
10658,HoNOS item 3 - alcohol/drug problem,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,ZRLfD12,Moderate,if_linked_to_referral,1,"",2,read
97148,Does not misuse drugs,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,13cP.00,Moderate,"","","",2,read
98434,High risk drug monitoring annual review,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,8BS3.00,Moderate,"","","",2,read
21096,[V]Personal history of psychoactive substance abuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,ZV11400,Moderate,"","","",2,read
22481,Nondependent amphetamine or other psychostimulant abuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E257.00,Moderate,"","","",2,read
8608,Analgesic abuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E25y.11,Moderate,"","","",2,read
38029,Misuses drugs orally,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,13cB.00,Moderate,"","","",2,read
22530,Initial substance misuse assessment,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,9HC0.00,Moderate,"","","",2,read
26096,Smokes drugs,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,13cA.00,Moderate,"","","",2,read
25757,[X]Drug addiction- sedative / hypnotics,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,Eu13211,Moderate,"","","",2,read
85834,H/O benzodiazepine misuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1T3..00,Moderate,"","","",2,read
58145,Follow up substance misuse assessment,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,9HC1.00,Moderate,"","","",2,read
49618,Current drug user,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,13c7.00,Moderate,"","","",2,read
10045,[X]Drug addiction-other stimul,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,Eu15211,Moderate,"","","",2,read
30711,[V]Personal history of drug abuse by injection,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,ZV11500,Moderate,"","","",2,read
21623,Drug addict notific admin,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,9G2..11,Moderate,"","","",2,read
16161,Nondependent other drug abuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E25y.00,Moderate,"","","",2,read
22730,Steroid abuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E25y.13,Moderate,"","","",2,read
54165,Drug monitoring up to date,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,8BIf.00,Moderate,"","","",2,read
81441,H/O ecstasy misuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1T2..00,Moderate,"","","",2,read
87502,H/O weekly cannabis misuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1T81.00,Moderate,"","","",2,read
83564,H/O infrequent cannabis misuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1T82.00,Moderate,"","","",2,read
37983,Drug abuse screening test,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,ZRBK.00,Moderate,if_linked_to_referral,1,"",2,read
33917,Drugs of abuse urine screening,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,68U0.00,Moderate,if_linked_to_referral,1,"",2,read
84215,H/O solvent misuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1T9..00,Moderate,"","","",2,read
25526,Nondependent cannabis abuse NOS,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E252z00,Moderate,"","","",2,read
97578,Misuses drugs,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1V0..00,Moderate,"","","",2,read
58560,Severity of opiate dependence questionnaire,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,ZRk7.00,Moderate,if_linked_to_referral,1,"",2,read
25448,"Nondependent cannabis abuse, episodic",MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E252200,Moderate,"","","",2,read
35286,Substance misuse decreased,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,13c6.00,Moderate,"","","",2,read
63505,Unmet drug need identified,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,8BIM.00,Moderate,"","","",2,read
5610,Nondependent hallucinogen abuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E253.00,Moderate,"","","",2,read
42140,"Nondependent cannabis abuse, unspecified",MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,E252000,Moderate,"","","",2,read
