Code_ready_CPRDGOLD_HES_ONS,Coding_term,ACE_indicator_code,ACE_indicator_specific,ACE_indicator_1,ACE_indicator_2,ACE_domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
11196,Solicitors report,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,9ER..00,"","","","",2,read
18094,Patient record sent to solicitor,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,9ER5.00,"","","","",2,read
21535,Solicitors report requested,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,9ER6.00,"","","","",2,read
25708,Solicitors report sent,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,9ER1.00,"","","","",2,read
101731,Solicitors report completed,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,9ER7.00,"","","","",2,read
32500,Solicitors court attend. admin,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,9ES..12,"","","","",2,read
1260,Legal problem,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,13HM.00,"","","",2,2,read
1847,Court case pending,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,13HM400,"","","",2,2,read
22106,Legal insurance problem,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,13HM200,"","","",2,2,read
26748,Legal service,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,021..00,"","","","",2,read
26764,Legal service NOS,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,021Z.00,"","","","",2,read
56696,Consideration of legal issues,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,Z92F.00,"","","","",2,read
32291,[V]Legal problems,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,ZV62500,"","","","",2,read
45568,Court order proceedings,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,Z36..00,"","","","",2,read
24935,Legal problem in family,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,13W7.00,"","","","",2,read
60613,Granting of court order,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,Z362.00,"","","","",2,read
104576,Subject to court order,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,Z365.00,"","","","",2,read
101364,Court order procedures,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,Z36..11,"","","","",2,read
96111,Discharge of court order,AFE8,Parental legal problems,Mother with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,Z364.00,"","","","",2,read
6416,Anger reaction,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,E2C0100,"","","","",2,read
10577,Aggressive behaviour,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1P5..00,"","","",2,2,read
7724,[D]Irritability and anger,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,R00z800,"","","","",2,read
2641,Aggressive outburst,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,E2C0000,"","","",2,2,read
17862,Family circumstance NOS,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13W..00,"","","",2,3,read
99528,Anger,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1B1f.00,"","","","",2,read
12852,Anger management counselling,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,6748.00,"","","","",2,read
5705,Dribbling of urine,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1A37.00,"","","","",2,read
9725,Anger management,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z772.11,"","","","",2,read
18267,Report to Drug Safety Research Unit,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,9Eb..00,"","","","",2,read
7230,[D]Self neglect,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Ry18.00,"","","",2,2,read
11210,Statement made to police,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,9EP5.00,"","","","",3,read
16130,Concerned about appearance,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1G...00,"","","","",3,read
17643,[V]Inappropriate diet and eating habits,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV4K300,"","","","",1,read
34812,Other risk activity NOS,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13NZ.00,"","","","",3,read
31180,O/E - inappropriate footwear,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,22P0.00,"","","","",1,read
24981,Post-traumatic bruising,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,16B4.00,"","","","",1,read
35292,Significant event audit,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,9g...00,"","","","",3,read
25471,Verbally abusive behaviour,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1P52.00,"","","",2,2,read
13018,Hunger pain,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,196A.00,"","","","",1,read
36585,Maintaining patient's safety,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z9KF900,"","","","",1,read
12363,Anger management training,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z772.00,"","","","",2,read
28865,Violent acts towards others,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1P50.00,"","","",2,2,read
32565,Advice about maintaining safety,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZG11200,"","","","",2,read
10850,Inappropriate shouting,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1P40.00,"","","","",2,read
12005,Physically abusive behaviour,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1P51.00,"","","","",2,read
32226,Neglect of personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z787400,"","","","",2,read
2777,[D] Self neglect,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,R2y3.11,"","","","",3,read
108899,Family concern about patient,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,133g.00,"","","","",3,read
108365,Child not brought to appointment,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,9Nz1.00,"","","","",1,read
34427,Advice to carer regarding child's safety,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,67IP.00,"","","","",3,read
90924,Child no longer vulnerable,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13IW.00,"","","",2,1,read
27587,[V]Carer unable to cope,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV60800,"","","","",3,read
24562,Anger management,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z772.12,"","","","",2,read
26195,Risk of self neglect,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,14OK.00,"","","","",2,read
24283,[D]Very low level of personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Ry10.00,"","","","",2,read
32593,Self-neglect,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z787.00,"","","","",2,read
36919,Teaching how to maintain hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z1P2300,"","","","",2,read
49104,[V]Personal history of perinatal problems,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV13700,"","","","",2,read
30580,At risk of harming others,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,14OE.00,"","","",2,2,read
33614,Unable to perform personal hygiene activity,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z892.00,"","","","",2,read
57948,Low risk of self neglect,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,14OL.00,"","","","",2,read
24100,[V]Personal history of poor personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV1B000,"","","","",2,read
93542,Poor personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,22M5.00,"","","","",2,read
51737,Conversation content inappropriate,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZT31400,"","","","",2,read
37004,Discussion about hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z4A4300,"","","","",3,read
41448,[D]Hostility,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,R00z900,"","","","",2,read
96203,Poor oral hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,192D.00,"","","","",3,read
43823,Neglect of dental care,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z787600,"","","","",2,read
23420,Starvation,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,SN42100,"","","","",3,read
34671,High risk infant,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,63CD.00,"","","","",3,read
107712,"Health Plan Indicator (NHS Scotland) - additional, high risk",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,9Ngg100,"","","","",3,read
93466,Referral to home safety service,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,8Hk9.00,"","","",2,3,read
108987,Registered with violent patient scheme,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,91D..00,"","","","",2,read
27489,Absent for social reasons,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13JN.12,"","","","",3,read
60223,Non-immediate family member,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,9d1..00,"","","","",1,read
56844,Racial prejudice problem,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13W6.11,"","","",2,2,read
37607,[V]Maternal family history of drug addiction,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV1A300,"","","","",3,read
39746,[V]Lack of adequate food,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV4E100,"","","","",3,read
108684,Family history of female genital mutilation,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,12b..00,"","","",2,3,read
40306,[V]Inadequate family support,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV4F400,"","","",2,3,read
108063,Admission avoidance care plan agreed,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,8CSB.00,"","","","",2,read
7110,Blackout - symptom,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1B66.11,"","","","",2,read
40615,Carer can no longer cope,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZW71100,"","","","",3,read
48807,Offensive faeces,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,19E7.00,"","","","",2,read
34930,[V]Inadequate parental supervision and control,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV4H000,"","","","",3,read
31099,"[V]Social role conflict, not elsewhere classified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV4K900,"","","","",3,read
19307,Safety behaviour observation,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13i..00,"","","",2,3,read
35270,Neglect of physical health,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z787500,"","","","",2,read
110062,"Behavioural, emotional and social difficulties",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1B1J000,"","","","",2,read
47575,Support for staff deal with violent patient - enh serv admin,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,9kH..00,"","","","",2,read
57950,High risk of self neglect,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,14ON.00,"","","","",2,read
62813,Unable to maintain standard of personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z89C200,"","","","",2,read
110057,Removed from violent patient scheme,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,9Ngz700,"","","","",2,read
99709,[V]Personal history of neglect,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV1B400,"","","","",2,read
109955,Safeguarding adults protection plan agreed,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,8CSC.00,"","","","",3,read
111069,At risk for self neglect,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13ZZ800,"","","","",3,read
57949,Moderate risk of self neglect,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,14OM.00,"","","","",2,read
98881,No contact with family,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13x0.00,"","","","",1,read
103925,Neglected appearance,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,222R.00,"","","","",2,read
47087,Unable to manage menstrual hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z89B200,"","","","",2,read
108117,Minimal contact with family,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13x1.00,"","","","",1,read
57911,Difficulty managing menstrual hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z89B500,"","","","",2,read
54496,[V]Other family reason for encounter,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV61.00,"","","","",3,read
33649,Does not perform personal hygiene activity,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z894.00,"","","","",2,read
55215,[V]Absence of family member,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV4F500,"","","","",1,read
54775,H.V.: mother not managing well,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,63CA.00,"","","",2,3,read
67840,Lack of common sense about danger,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZX27.00,"","","","",2,read
93659,Nutrition problem in child,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,16N0.00,"","","","",3,read
70033,Unable to comprehend concept of danger,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1BV1.00,"","","","",2,read
40995,Children not allowed in house,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13EG.00,"","","","",3,read
110456,Adv to carer regard child safety around domestic animals,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,67IP000,"","","","",3,read
64033,Does perform personal care activity,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z83..00,"","","","",2,read
61839,Lack of judgement,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z7CBH00,"","","","",2,read
102135,Bullies children,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13Zb.00,"","","","",2,read
27159,Faeces odour: offensive,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,4723.00,"","","","",2,read
65747,[V]Other social reason for encounter,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV60y00,"","","","",3,read
66067,Difficulty maintaining standard of personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z89C500,"","","","",2,read
66398,Adjustment reaction with destructiveness,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,E293200,"","","","",2,read
61824,Does not maintain standard of personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z89C400,"","","","",2,read
61590,Neglect of clothes,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z787200,"","","","",2,read
104891,Adjustment reaction with predominant disturbance conduct NOS,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,E293z00,"","","","",2,read
108065,No evidence of child sexual abuse,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1IG..00,"","","","",1,read
72555,No family,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZU11.11,"","","","",1,read
71839,[V]Unspecified social reason for encounter,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV60z00,"","","","",3,read
66060,Does not manage menstrual hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z89B400,"","","","",2,read
61836,Not aware of danger from strangers,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZX26.00,"","","","",2,read
109629,Primary carer has poor support network,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13Vf.00,"","","","",3,read
71232,Does not shower self,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z89DA00,"","","","",2,read
100585,Neglect of common dangers,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z787800,"","","","",2,read
60238,Neglect of physical illness,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z787700,"","","","",2,read
103714,No known family,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZU12.11,"","","","",1,read
111189,At risk of dying before adulthood,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,14Oj.00,"","","","",3,read
103288,Evaluating progress with personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z92C400,"","","","",2,read
112405,Impaired ability to recognise safety risks,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13i2.00,"","","","",2,read
109192,Assessment of parenting capacity,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,38T..00,"","","","",3,read
8758,Life crisis,AFE9,Parental life crisis,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1BE..00,"","","","",2,read
30261,Life crisis NOS,AFE9,Parental life crisis,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,1BEZ.00,"","","","",2,read
1368,[V]Routine circumcision,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV50212,"","","",2,2,read
19925,Ritual circumcision,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,7C25600,"","","",2,2,read
54314,[V]Routine or ritual circumcision,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV50200,"","","",2,2,read
94691,Female genital mutilation,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,K578.00,"","","",2,2,read
7434,[V]Ritual circumcision,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV50211,"","","",2,2,read
4985,Ritual clitoridectomy,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,7D00100,"","","",2,2,read
108224,History of female genital mutilation,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,15K..00,"","","",2,2,read
47035,Clitoridectomy NEC,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,7D00000,"","","",2,2,read
109768,Discussion about female genital mutilation,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,67DQ.00,"","","",2,2,read
98128,Deinfibulation of vulva,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,7D04500,"","","",2,2,read
108850,Female genital mutilation type II - WHO classification,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,K578100,"","","",2,2,read
